[General]
Name|Ashley
b1e78997-5671-4f10-9bdb-d2be48b1f577|Droga, Ashley provavelmente ainda está chateada com aquele pequeno incidente com a blusa dela...
2de02452-4525-4ff7-adc7-d9f0adfb301f|A Ashley provavelmente está muito focada na sua recente... situação com as roupas. Eu deveria tentar ajudá-la com isso.
690e3646-49dd-4467-9d74-aec92643b76e|Merda, a Ashley provavelmente ainda está chateada com aquele pequeno incidente com a blusa dela...
d89b31ee-7c7b-4ca7-899c-3c3143071217|A Madison me deixou muito ocupado com algumas coisas agora... Preciso manter algumas coisas mais simples com a Ashley por enquanto.
0ff75a94-f0bb-4bf1-9f1a-8007199e734a|Madison me deixou muito ocupado com algumas coisas agora... Preciso simplificar algumas coisas com Ashley por enquanto.
9f05b620-6e93-4aaf-b3a1-02722850d66c|Madison me deixou muito ocupado com algumas coisas agora... Preciso simplificar algumas coisas com Ashley por enquanto.
275bb1cb-8b0e-4096-87e0-ebd7e49ecd88|Madison me deixou muito ocupado com algumas coisas agora... Preciso simplificar algumas coisas com Ashley por enquanto.
91d0def4-ccdb-4252-8965-42cb9b2100dd|Se eu mostrar para a Ashley o que encontrei no celular da Madison, provavelmente não tem mais volta. Tenho certeza de que quero fazer isso?
53d0c099-2e19-4c39-83bd-4b9ec9b98302|Ah, droga, alerta delicado! Bom saber... talvez eu possa usar os problemas da Ashley com a Madison para me reconciliar com ela.
2c502f5c-e596-4eef-88a0-e26da4dda688|Uma incursão no armário de roupas de cama parece chato, mas talvez eu possa encontrar outra maneira de ajudá-la a se vingar da Madison.
2aec68a3-ab30-4cf7-acb3-95cfbcfdfefc|Droga, eu deveria ter conhecido ela um pouco melhor antes...
42be9a8c-374f-4c7d-a99f-b6ee2d233cf9|É, é... ela ainda está um pouco chateada por eu ter tirado a blusa dela. Preciso dar um jeito de compensar isso...
1fba95e3-2142-4d6b-99e2-1b8d2e3e4346|Parece estar funcionando. Eu deveria ficar de olho na Ashley.
b8aa411c-9571-434b-9c71-dece557c05ec|Ela disse para perguntar, mas a Ashley pode não estar de bom humor depois dos seus recentes... problemas de estômago.
22bde098-98b5-48a5-8a83-46ab01b85863|Nossa, ela ficou tão feliz que nem percebeu que eu nunca devolvi a calcinha!
21adc4e2-e7e7-4386-8856-18cfe3f25c58|Droga, talvez eu devesse ter prestado mais atenção em quem podia me ouvir antes de ter essa conversa.
792af445-33b3-4f85-be37-a6cab9deb85f|Droga, acho que eu não estava interessado o suficiente nela para perguntar algo assim...
1db2340a-a5bd-4204-8ebd-2a938ea1f835|É, eu também não estaria no clima romântico. Maldito seja você e sua eficácia, Laxapas!
f692ebd4-4330-4be1-a335-4b74942b208e|Como isso não funcionou...
3e1f45dd-f9c1-48e4-8e62-e8b904835adb|Caramba... Eu já dei um presente tradicional para ele. O que mais poderia fazê-lo mudar de ideia?
129a8234-0314-4da5-b3a0-43fc0ca35aed|Que droga. E agora? Acho que vamos tentar apimentar um pouco as coisas.
027730a0-2924-4b4a-8baf-f48628e42ebf|Ashley, deixa eu voltar à brincadeira!
8dcc2bc1-c73b-421d-b28c-fcfeb16b1006|Ok, isso deve pelo menos amenizar alguns problemas com a Ashley. Mas é melhor não criar mais... Talvez eu não seja tão indulgente da próxima vez.
0aeb3f05-2cdd-4769-838e-195260aa3f79|Acho que devo encontrar um jeito de colocar isso em um formato mais consumível...
b9ea1aea-9829-444b-b30d-8f773dce1e0e|Ashley, deixa eu te pregar uma peça de novo! É melhor eu não incomodá-la de novo... Talvez eu não seja tão indulgente da próxima vez.
37990c63-c37f-4b7b-9d42-c49d065c1463|Ok, isso deve pelo menos amenizar alguns problemas com a Ashley. Mas é melhor não criar mais... Talvez eu não seja tão indulgente da próxima vez.
85f8d72a-52e2-4c88-a43b-7b24b5b5ac86|Se eu mostrar para a Ashley o que encontrei no celular da Madison, não tem como voltar atrás. Tenho certeza de que quero fazer isso?
1ad1562d-efd7-4b39-a0e8-66c500ce84b7|Psiu, aqui vai sua consciência pesada: se quiser saber mais sobre a casa do Patrick, jogue a história paralela "Noite de Encontro com a Brittney".
f7fdc7ef-0e86-4d72-8043-8edb5506bf92|Sua corrida bem-sucedida deu um gás no seu passo, aumentando um pouco sua velocidade de combate!
034148a4-edc2-4ddf-b0b6-bd3d19f37514|Esta é provavelmente minha última chance de resgate antes que Derek e Madison cheguem...
1e5dc624-c7a9-4850-9a58-0ac0de28b5ed|Madison disse que fez alguma coisa com a roupa suja da casa, então, se eu for legal, posso pelo menos ir limpar e secar as roupas da Ashley.
61dae86e-e6cd-4136-8eb0-6399d2ad5d7e|Madison disse que fez alguma coisa com a roupa suja da casa, então, se eu for legal, posso pelo menos ir limpar e secar as roupas da Ashley.
23f05cee-d11d-451d-9fa7-e9e37c778edb|A Madison disse que fez alguma coisa com a roupa suja da casa, então, se estou sendo legal, posso ir buscar as roupas que me dediquei tanto a lavar...
3349a34a-a6f6-478f-a354-bdb8e29ae6fd|Parece que a Ashley terminou de beber por hoje. Acho que faz sentido.
759c1d93-eed9-4648-a304-e074ed0b802e|Ufa... Acho que a Ashley tem uma queda por boas ações. Parece que ela está se aproximando de mim de novo.
0e662c25-0aa9-41ba-a653-897a5a813476|Ufa... Que bom que a Ashley gosta de ver a irmã envergonhada. Parece que ela está se aproximando de mim de novo.
c278d008-4378-46aa-aed9-00854885dc9f|Se eu mostrar para a Ashley o que encontrei no celular da Madison, não tem como voltar atrás. Tenho certeza de que quero fazer isso?
db18e884-f2bf-44a7-a4b0-dc8825726f43|Hmm... No que eu me meti com o Patrick? Espera, por que eu me culpo... a culpa nunca é minha!
41df1891-7781-44db-a2b5-005712153cde|Parece que vou ter que ficar de olho na Lety quando ela estiver falando de negócios. Antes disso, acho que posso deixar as coisas acontecerem...
575fb9bf-c154-409f-92de-be03f3fc1ed4|Parece que tenho que cuidar do Patrick antes de me aproximar da Lety. Argh!
afdaea3b-5ee1-4b65-9135-131a49cf7d07|Ops... Acho melhor terminar as coisas com a Madison primeiro e depois voltar para a Ashley.
52587f10-81cf-497e-bc66-0613d6dde12d|Ops... Acho melhor terminar as coisas com aqueles dois primeiro e depois voltar para a Ashley.
7df47eba-a80b-4769-b651-c3b9d63c8f67|Hmm... No que eu meti o Patrick? Espera, por que eu me culpo... a culpa nunca é minha!
971db35c-d8b8-463f-a9c6-95e5ab91c0ca|Foda-se ela. Eu encontro a chave sozinho. Hora de usar esse cérebro velho!
1cd6c8ed-a031-4576-9e5f-6d737070f89b|Droga, ela mantém a chave *muito* perto. Tem que ter um jeito de conseguir sem chateá-la. Oooo, talvez eu tente um caminho mais fácil...
c60e3d78-5c2f-4350-bc67-0698e29582b3|Hmm, parece que a Ashley está escondendo alguma coisa... Eu deveria dar uma olhada nisso. Quando minha agenda estiver livre, é claro.
73b7afa9-8169-4cd3-9a95-a14f157811c2|Acabei de dar ao Patrick algo chamado "Death Mix"... Acho que falar com a Ashley sobre um diário pode esperar até eu confirmar que o Pat não está realmente morto...
8f004dcb-64a3-483e-aeb0-8bbdc7d76950|Acabei de dar ao Patrick algo chamado "Death Mix"... Acho que falar com a Ashley sobre um diário pode esperar até eu confirmar que o Pat não está realmente morto...
23ac413d-edd6-497c-94bd-59b9e687978a|Hã. Ela acabou de correr para o banheiro. Ninguém a viu. Acho que eu deveria ter pensado melhor nisso. 
dc374b3d-c42d-444f-aaed-009cfe89f455|Hã. Ela acabou de correr para o banheiro. Ninguém a viu. Acho que eu deveria ter pensado nisso.
377a7dc7-c457-4c81-82a3-c7cefdb10928|Uhh. Ela acabou de correr para o banheiro. Ninguém a viu. Acho que eu deveria ter pensado nisso.
8056914e-4260-42ac-8989-7bb8bd6366ce|Uhh. Ela acabou de correr para o banheiro. Ninguém a viu. Acho que eu deveria ter pensado nisso.
80b67e91-01b2-429f-8c79-98d1457f7dab|Pronto. Despejei o frasco inteiro de laxantes no refrigerante. Alguém vai ter um dia muito ruim.
1d7dbb19-b072-4d11-b256-0fdc9b0e9de0|Refrigerante adulterado
241b1077-d759-497e-b1de-5388a5a72d6a|Acho que ficar em casa não deixou a cobra menos tímida. Macarrão perigoso, pffftt... mais parece um macarrão sem graça!
d20e3a25-48c4-477b-8856-2dc574ac12a6|Ah, não... Parece que alguém fez um novo amigo!
a24b04f4-8948-4d76-91f8-cfc696cb55c2|Acho que a cobra saiu... mas a Ashley pode não ter notado ainda. Acho que ela tem algo mais importante para fazer.
fa6d8d7d-10ca-43ed-a48b-11f9e56f3ea0|Pode ser divertido ver duas irmãs bêbadas brigando, mas acho que devo evitar a precipitação nuclear que isso pode criar... droga, para onde a moça foi?
1628c9a1-78c3-4ce0-b589-0b1003715a8e|A Ashley não quer isso agora.
6fb2057a-027b-4b40-813d-06ffd6acda63|Não quero dar isso a ela no meio da festa. É melhor dizer que estou com ela.
d3d91cf1-e8dc-4b95-b973-8ead1b385c4a|Acho que a Ashley tem coisas mais importantes para fazer agora do que este telefone... além disso, ela não tem como escondê-lo se a pessoa errada entrar.
32ede48a-e4b4-4a9d-8e74-403ce90a2222|Pode ter havido um momento em que a Ashley teria desejado isso. Mas foi quando ela estava bêbada arrancando os cabelos da irmã.
51d1e459-ff65-4335-b59f-faac0726248f|A Ashley não quer isso agora.
91ec25e4-a020-472d-93f6-eeb4fd889b4b|A Ashley não quer isso agora.
b0c11663-65d1-477d-a7d8-db29590b502b|Parece que a ideia de destruir completamente a reputação da irmã fez Ashley esquecer completamente seus seios encharcados de cerveja. Sem reclamações.
10aa03fb-6d32-4277-b153-c0ad7ec74957|Depois daquela briga de bêbados, uma blusa encharcada de cerveja combina perfeitamente com o visual da Ashley. Isso e um pouco de vômito no cabelo dela. Ela não quer mais a toalha.
5e5a6782-42c4-4d8c-b21f-728f50c5dd40|Depois daquela briga de bêbados, uma blusa encharcada de cerveja combina perfeitamente com o visual da Ashley. Isso e um pouco de vômito no cabelo dela. Ela não quer mais a toalha.
44b368ad-16d9-4145-8e41-9c63318bbd4a|A Ashley não quer isso agora.
02b2459d-3c9d-4f09-9851-474b83d1381b|A Ashley não quer isso agora.
d41136c3-87a4-4d36-a9ce-af06761c2d1f|A Ashley não quer isso agora.
a8dcb2b8-5e97-4b3e-a701-fd8460549929|Pode ter havido um momento em que Ashley teria desejado isso. Mas foi quando ela estava bêbada arrancando os cabelos da irmã.
89795e20-cef8-4b14-a466-f7460605d645|Estão encharcados. Não posso devolvê-los assim!
89cef307-6b6c-492b-b851-b904a8a28d69|Eu provavelmente deveria lavá-los antes de devolvê-los, já que, você sabe, foi por isso que ela me deu...
73192ede-be8c-486b-a43a-db6c17106cfc|Eu deveria ter paciência por alguns minutos... Ashley vai ficar correndo freneticamente, e sua roupa não satisfaria Madison de qualquer maneira.
cb783ea3-d61a-4752-9fe7-0a454baba4df|Ashley não quer isso agora.
b9c98116-2d35-48e6-bdd3-f3c073aaca03|Ashley não quer isso agora.
cb552a27-b5ae-4d4c-8bd5-5b0d818d94e3|A Ashley não quer isso agora.
a4df7d94-2d28-4818-a4b8-c27ad82adaec|A Ashley não quer isso agora.
ebe654bd-f993-47ef-adf8-b43e244d1a8a|A Ashley não quer isso agora.

[Background Chatter]
BGC1|Qual é a minha coisa favorita de morar nesta cidade? Não sei... a melhor é maconha boa? Agora que você está falando, você não tem nenhuma?
BGC2|Espera aí, espera aí, o Patrick é nosso primo, não nosso chefe! Quem te disse que ele era nosso chefe? Que ele era o gerente?
BGC3|Argh, não sei como um vestido pode ficar tão apertado e ainda ficar no lugar só por causa de um simples nó. Você pode verificar para ter certeza de que não vai se soltar?
BGC4|Madison sugeriu que eu ficasse na garagem durante a maior parte da festa. "Para não assustar os convidados." Meu Deus, como eu amo minha querida irmã.
BGC5|Estou preocupada com a Brittney. Queria que ela parasse de se preocupar com a aparência. Não tem uma garota que não trocasse peitos com ela.
BGC6|Eu mataria por um cigarro de ALGUMA COISA agora mesmo.
BGC7|Derek e Madison? Acho que não... ele é muito... liso. Mas, pensando bem, o último namorado da Madison trabalhava na Craft-A-Cub. Talvez smoothies sejam a nova onda dela.
BGC8|É, eu escondi o chantilly o melhor que pude, e por "o melhor que pude", quero dizer, eu simplesmente o enfiei no fundo da geladeira. Se a Steph está mesmo tentando eliminar o CO2, ela pelo menos vai ter que procurar.
BGC9|Claro que me importo com os nossos oceanos! Você não viu o pôster no meu quarto?
BGC10|Alguém quer me ajudar a pregar uma peça na minha irmã? Eu te pago em... amizade.
BGC11|O quê? Você está com gases de novo? Eu te disse para não comer aquelas chalupas antes que as pessoas chegassem!
BGC12|Merda! Achei que tinha guardado... o que você fez?
BGC13|Tá bom, tá bom, eu cuido disso.
BGC14|Patrick, você disse exatamente a mesma coisa no funeral do vovô.
BGC15|Esqueci completamente que o vovô ainda mandava leite...
BGC16|Derek, você não entende. É como morar com um monitor de acampamento em um acampamento cristão para jovens.
BGC17|Cara, você não entende. Ela é tão criteriosa com o lindo sonho dela que, se eu falar muito alto no telefone, ou se alguém me ligar por FaceTime, quase como mágica, o sinal cai.
BGC18|Você é muito tendencioso. Eu sei que ela está dando um jeito de interromper minhas ligações. E quando eu descobrir como...
BGC19|Brittney, você é muito gentil, mas precisa aprender sobre esses moradores da cidade. Patrick é como... o bêbado local misturado com um vendedor suspeito que chega à cidade prometendo sementes milagrosas que crescerão da noite para o dia.
BGC20|Frank, o nó está atrás...
BGC21|Acho que o que você está sentindo é, na verdade, uma nova fragrância que a Madison está experimentando. Chama-se "Molho de Vadia".
BGC22|Espera aí, você não está falando do lugar com aquele surto terrível de salmonela, está? Ele não gostava de um monte de gente que quase morreu por causa disso? O dono daquela lanchonete até foi preso...
BGC23|Você pensaria que o diabo estava fazendo um churrasco, mas não, alguém definitivamente inalou um daqueles hambúrgueres de enxofre da Chubbies antes de entrar. Só pode ser a Brittney, com todo aquele chili e jalapeños, só não entendo como ela gosta desse nível de pimenta. Da última vez que saí para comer com ela, ela pediu "melt" como parte da pizza...
BGC24|Ei, por que o Frank está no telhado? E por que ele está com o Julius no pescoço?
BGC25|Eu deveria começar a fazer as malas caso isso aconteça como eu acho que inevitavelmente vai acontecer. Mas... não consigo desviar o olhar. Meu Deus, Julius...
BGC26|...Julius! Por que você teve que se envolver com a turma errada? A culpa é SUA, Frank, eu NUNCA vou te perdoar!
BGC27|*Tosse*
BGC28|Que porra é essa, cara?
BGC29|Não! Não conte para a Madison. Obviamente isso é só, uhhhh... psoríase em placas da Madison. Ela tem um creme especial para isso. Não vamos mais mencionar isso.
BGC30|Argh. Bem quando eu pensava que ir a uma festa cheia de amigas da minha irmã não poderia piorar. Você passou.
BGC31|Eu... deveria estar puto com isso... mas você está ajudando a desvalorizar este lugar, que é tipo... meu objetivo de vida. Então continue assim! Aliás, talvez você queira consultar um médico. 
BGC32|Nossa, alguém tem orgulho do próprio corpo. Não posso te culpar.
BGC33|É sempre assim que você se apresenta? Você é como um Casanova moderno, não é?
BGC34|Mostrar o peito não vai me fazer gostar de você de novo. Enfim, você é só um corpo de pai esperando para aparecer. Cai fora.
BGC35|Hum, é esse o sinal? Vou presumir que não e que você só está tentando praticar ou algo assim.
BGC36|Hum... você está um pouco... exposto.
BGC37|Eu poderia pensar em algumas coisas para fazer com isso...
BGC38|Oh, duas vezes mais quando se trata de apresentações! Agora veste a porra da sua camisa de volta. Você está dando um exemplo incrível de body shaming.
BGC39|Frank sumiu mesmo! Finalmente posso andar pela festa sabendo que não serei chamada nem terei o olhar assustador dele me seguindo!
BGC40|Você tem... algum problema médico? Devo pedir ajuda?
BGC41|Bons movimentos, Derek! Você andou praticando seus movimentos para as garotas?
BGC42|Não vou mentir. Você tem uns movimentos incríveis. Pode me considerar impressionado.
BGC43|Frank, sério? Normalmente, eu estaria disposto a invadir a festa da minha irmã, mas isso é algo que eu não quero ver.
BGC44|Hum. Você não só está exposto, como também... é, eu vou embora agora...
BGC45|Guarda esse seu pinto esquisito de Dr. Seuss. Aliás, ele não deveria ter espinhas, sua piadinha ambulante.
BGC46|Nossa. Eu não sabia que era esse tipo de festa. Vamos em frente!
BGC47|"Ah, sim, a Madison é SUPER esquisita. Você não tem ideia. Encontrei um vibrador no quarto dela com a configuração "Clitpocalypse". Ela provavelmente poderia usá-lo como um desfibrilador... ou um taser... Aaaa se você for tão esquisita quanto ela, um batedor para seus ovos matinais."
BGC48|"Sério, estou quase pensando em desaparecer na "sala de arte" da Madison e ficar chapado o resto da noite. Talvez se eu continuar fumando lá dentro, o cheiro acabe fazendo com que ela leve todas as suas artes de merda para outro lugar. Isso não pode ser bom para as telas, né?"
BGC49|Admito que o Derek está bonito, mas eu vejo como ele toma energéticos antes de cada treino e praticamente vive de proteína em pó. Eu simplesmente não entendo como ele consegue injetar essa porcaria no corpo e não se importar nem um pouco. Eca. Enfim, vou fumar um pouco de maconha.
BGC50|"É, eu tive que estudar em casa para passar na aula de espanhol. Meu professor está completamente maluco desde que eu o chamei de "gordo" em vez de "bonito". Quer dizer, como eu ia saber a diferença? As palavras são basicamente idênticas."
BGC51|É, ficar bêbado até cair é bem normal para o Patrick. Não há nada de errado com ele... bem, pelo menos clinicamente falando. Ele é só um sortudo que tirou dinheiro vendendo nudes na internet na hora certa. Ele nem estaria aqui se não fosse pela minha tia chata incomodando a Madison e eu o tempo todo. A tia Cece o trata como um cachorrinho porque não sabe o quão nojento e pervertido ele realmente é.
BGC52|Por que cantadas existem? Elas funcionam com alguém? Tipo... conhecer uma garota primeiro. Qualquer um que me conhece conhece minha irmã, e eu não nos damos bem. Diga que sou mais bonita que ela se quiser alegrar o meu dia!
BGC53|Quer dizer, você sempre pode ir para casa!
BGC54|Certo. Não iríamos querer isso. O que faríamos sem você?
BGC55|Aqui vai uma ideia. Você já pensou em não perder a noite tentando infernizar a vida do seu namorado? Tem uma festa, sabe...
BGC56|Parece que vocês dois têm um relacionamento adorável!
BGC57|Estou bem, mas parece que você tem uma noite agitada pela frente. Boa sorte com isso.
BGC58|Patrick, esses são dois filmes diferentes. Espera, sabe de uma coisa? Deixa pra lá. Vou deixar você ter essa fantasia.
BGC59|Hum, podemos, por favor, não falar da vida sexual da Madison na minha frente? Acabei de vomitar.
BGC60|Eca! Sério, cansei dessa conversa. Por favor, alguém fale mais sobre alguma coisa, qualquer coisa que prometa me interessar imediatamente!
BGC61|Eca! É isso, terminamos. Não vou sair dessa conversa, porra.
BGC62|Bem, essa é uma maneira de me fazer sentir um pouco melhor em relação à minha situação atual. Obrigada por isso, eu acho.
BGC63|Ei, você está linda, garota. Adoro a confiança!
BGC64|Então, esse é o seu jeito desesperado de fazer as pessoas gostarem de você?
BGC65|Que diabos você está fazendo? Que jeito de manter a classe, esquisitona.
