[General]
Name|Frank
119|Licenças? Você acha que eu me importo com liminares? Quantos idiotas na prefeitura você acha que eu vou ter que tirar as calças deles antes que eles carimbem o que precisam carimbar? NINGUÉM vai impedir o Julius Squeezer de ficar no Frankie's Fuckaround Club. Sai daqui com essa bobagem.
120|É isso que eu gosto de ouvir! Um homem de razão. Cara, quando o Frankie's Fuckaround Club estiver funcionando, eu vou Te dou acesso VIP, serviço de garrafa, tudo! Conheço umas putas de parada de caminhão que adorariam te dar um tempo, cara! UAU! Porra, o Julius Squeezer tá me dando uma surra.
120.1|É isso que eu gosto de ouvir! Uma mulher de razão. Cara, quando o Frankie's Putoso Club estiver funcionando, eu te dou acesso VIP, serviço de garrafa, tudo! Conheço umas putas de parada de caminhão que adorariam te mostrar os movimentos delas! UAU! Porra, o Julius Squeezer tá me dando uma surra.
121|Leah, o que você está fazendo aqui? Tentando me tirar desse telhado? Hoje não. Julius, mostra pra essa garota o quanto você consegue apertar! Nem ela, nem eu! ELA NÃO!
121.1|Espera aí, Julius, que porra você está fazendo? Ei, para de abrir a boca assim!
122|Você acha que consegue me tirar do Julius Squeezer? Ele é meu amigo, e mesmo assim Ele está me segurando forte demais, vamos fazer HISTÓRIA juntos!
123|Você faria isso por mim mesmo? Talvez eu tenha exagerado. O quê? A cobra está apertando meu bíceps! Ela está me controlando! Desculpa, Leah, eu não quero isso!
124|Ei, cara, a Leah não está. Só... volta pra dentro e me ajuda a pensar no cardápio de coquetéis para o Frankie's Fuckaround Club. Cara, por que você está aqui sozinho no escuro? Oh. Oh. Deus.
125|L-le-Leah, tem uma cobra enorme em volta dos seus ombros, cara. Você está parecendo um supervilão agora, o que é muito sexy e assustador. Pra ser sincero, é mais assustador ainda.
126|Olha, Leah, não é fácil conseguir um imóvel nesta cidade, e claro, eu deixaria você usar o espaço para dar aulas de tae-bo nos fins de semana Para todas as donas de casa. Vou até comprar uns shortinhos fofos para vocês!
127|Do que diabos você está falando? Você acabou de dizer Benihana? Leah, você está me assustando, cara.
128|Você está tentando me fazer ser pego por esse psicopata?! Pare de me seguir ou eu vou virar comida de cobra, garoto.
129|Pare com isso, meu pênis só consegue entrar até certo ponto no meu corpo! Só... me deixe em paz!
130|Vai se foder, cara! Eu realmente não quero cagar nas calças de novo. Nunca fica bom! Sai da frente, babaca!
131|Tudo bem, cara, porra! O que você quer? Eu posso te dar qualquer coisa, cara! Maconha? Bebida? Um bom boquete? Só me ajude a me esconder da Leah e eu te dou o que você quiser. N-nós podemos resolver isso, certo? Ah, me-
131.1|Ok, você me encurralou. O que você quer? Eu posso te dar qualquer coisa! Maconha? Bebida? Uma massagem nos pés de duas horas? Só me ajude a me esconder da Leah e eu te dou o que você quiser. A gente resolve isso, né? Putz-
132|Tá bom. Cansei de fugir como meu pai fazia toda vez que tinha um recital de dança. Quer brigar por um espaço alugado de merda? Então VAMOS BRIGAR!
133|P-p-por favor, cara. Tira essa cobra de cima de mim.
134|Chega, por favor. Leah, você pode ensinar esses camarões a arrasar. O imóvel alugado é seu. Eu ligo para a moça e saio do negócio.
135|O quê? Puta merda, é a moça da imobiliária me ligando? Não posso deixar ela pensar que sou do tipo que dorme no trabalho. É melhor eu levar essa porcaria comigo. Mas essa vibe... Deveria fazer com que ela me ligasse mais. Ou... qualquer pessoa, na verdade.
136|CALA A BOCA, CARA!
137|Com todo o respeito, cara, mas eu não confio em você. Pelo que eu sei, você vai escapar e acumulá-los no seu quarto escuro e assustador, desenvolvendo-os lentamente ao longo dos dias enquanto cria maneiras de se aproximar cada vez mais da "Alvo Flatbooty" e analisa quais pontos da casa dela são os melhores pontos de entrada e saída. Então sua vontade vacila, e ele as joga de lado para se masturbar casualmente por algumas semanas antes de jogá-las no lixo, com um último olhar de desejo. Não, isso não vai acontecer.
137.1|Você me mostrou sua lealdade, e lealdade... deve ser recompensada. Aqui, enlouqueça, amigo. Mas eu quero isso de volta, e embalado com o máximo de fotos de pessoas em disquetes possível antes que seja lançado. Mas se você me reprovar, tudo o que encontrarão de você é SEU tio preguiçoso.
137.2|Você precisa da câmera? Ok, eu te dou, mas só porque ela está fazendo um som agudo que está me incomodando. É como... EEEEEEEEEE. Você ouviu esse cara? É EEEEEEEE. Que tipo de recurso é esse em uma porra de câmera? Além disso, quem diabos é você?
137.3|Oh, não, não, homenzinho, esta câmera é minha. Alguém muito importante me deu. Não me lembro exatamente quem foi, mas quando me deram, me beijaram na testa e disseram: "Que você capture as melhores fotos de pinto do mundo com esta câmera poderosa." E então, mágica, mágica, eles se foram. Foi lindo. Devo honrá-los.
137.4|Você me mostrou sua lealdade, e lealdade... deve ser recompensada. Certo, você pode ter esta câmera de volta, mas apenas com a condição de que me devolva com o máximo de disquetes possível. Estou falando de quantidades absurdas de peitos, bundas, vaginas e pintos. Capiche?
137.5|Ah, não, não, garota, esta câmera é minha. Me foi dada por alguém muito importante. Não me lembro exatamente quem foi, mas quando me deram, me beijaram na testa e disseram: "Que você capture as melhores fotos de pinto do mundo com esta câmera poderosa." E então, puf, mágica, eles sumiram. Foi lindo. Preciso honrá-los.
137.6|Com todo o respeito, cara, mas eu não confio em você. Pelo que eu sei, você é uma daquelas malucas que está a um puxão de gatilho de desistir de tudo. Talvez esta câmera seja o estopim que acende seu lado obsessivo e, antes que você perceba, está espreitando em um beco com um moletom e um caderno. Vai ser como aquela cena do Deadpool, só que é o Clube do Putoso do Frankie, e é tipo, "Ah, ei, minha namorada estava trabalhando aqui, mas aí ela foi chamada para um beco escuro e chuvoso onde o bandido estava esperando por ela." E se for você, você for o vilão? E aí, um dia, ela olha pela janela. Você está no mato. E é uma briga rápida com a polícia. Você está numa cela, escrevendo bilhetes para ela sobre o quanto a ama, o quanto sente falta dela e mal pode esperar para vê-la quando for solto. Não. Essa merda não vai acontecer.
138|Pare de perder tempo, cara. Tenho três grandes Bs para assistir hoje à noite: bebida, peitos e ursos. De quatro patas ou não.
139|Ei, vocês, palhaços, conseguem se controlar? Eu sou o responsável pela segurança aqui, e essa merda de cantar vai deixar qualquer um louco. Então, acabem logo com isso!
140|Essas... são, na verdade, duas afirmações corretas sobre mim. Vejamos... Eu também gosto de pegar fogo em lixeiras de carne, aqueles programas sobre donas de casa e roubar pertences pessoais de idiotas e depois jogá-los no rio. Hilário!
141|Bem, com a minha dieta, é tudo uma questão de esperar... cadê sua amiga fada? O que está acontecendo aqui...?
141| 142|Uh oh! Hahaha nnnnããão! Volta para a porra do armário de bebidas! Se tá com sede, vai beber da mangueira como um bom menino.
143|Espera um segundo, amigão. Eu entendi o que tá rolando aqui, você tá ferrado. Quando eu descobrir como você anda roubando bebida, cara...
144|Continua assim, fadinha. Vou garantir que você tenha a sua primeira experiência ruim com um soco no cu.
145|Calma aí, gata. Se tiver um clube por aí, o Frankie tem a coisa certa pra entrar. O que é a parada D, afinal? Dominância? Diabetes?
146|Cala a boca, hippie. Explica você esse clube. Você tem jaquetas ou o quê? Posso fazer jaquetas?
147|Ah, porra, mal posso esperar pra ter um colete com uns patches. Porra, CLUBE DO D!
148|Você não ouviu O Senhor dos Anéis, cara? Vai se foder, senão eu arranco seus olhos.
149|O quê? Por que você está tirando as calças? Isso é tipo um pulo? O que você disse sobre o seu pênis?
150|Arin, você acabou de tirar o seu pênis.
151|Desculpa por isso antes, eu tenho tendências bissexuais que eu... Eu só pensei que depois que você me mostrou seu pênis isso ia dar em algum lugar, sabe? Haha... talvez, talvez o D-Club fosse como aquele bar que eu costumava frequentar, com buracos nas paredes e todos os caras elegantes dançando, sabe? Eu simplesmente não entendi! Aqui, deixa eu tentar de novo. Não vou ficar excitado com o seu pênis dessa vez, eu juro! ...Porraaa
152|Você vai querer largar essa bebida, grandão. Caso não saiba, minha equipe de segurança de primeira está no local! Minha aprendiz Leah e eu estamos mantendo todo mundo acima do zero e sendo realistas... puritanos sobre isso. Nada de bebida, a menos que você queira ver o que nos torna os melhores especialistas em segurança da internet. Além disso, se você conhece alguém que possa me ajudar a criar um site que diga exatamente isso, por favor, me avise. Eu realmente não entendo de computadores. Mas enquanto isso... é melhor parar com essa merda...
152.1|Calma, amigo, este será seu primeiro e ÚNICO aviso de que qualquer manuseio de álcool resultará em um firme ato disciplinar, que definitivamente envolverá meus punhos ou os punhos da minha aprendiz Leah fazendo contato repetido com seu rosto... Espero que seja eu. Este é um evento sóbrio, droga! Estamos aqui para nos divertir, mas COM CERTEZA. CALA A BOCA E DESISTA DE QUALQUER UM... UH, BEBIDA E SAIA DE CENA, SENHOR, DEPOIS VOLTE A SE DIVERTIR ANTES QUE EU PRECISE, SENHOR.
152.2|Ei, largue isso! Você não acha que eu tirei aquela garrafa térmica daquela morena por algum motivo? Merda é um item proibido, CARA. Considere qualquer coisa neste armário como as peças delicadas da minha querida mãe: você não tem permissão para tocá-las, a menos que eu diga. Agora, afaste-se. Estou sob vigilância, mas um membro da minha equipe de segurança vai descobrir isso em breve.
152.3|Olha, cara. Agradeço tudo o que passamos esta noite, e é por isso que estou te dando um aviso agora, mas não me menospreze. Isso me faz parecer fraco. É uma regra bem simples. Mãos longe do álcool.
152.4|Calma aí, gatinha. Temos uma política rígida de NÃO BEBER ÁLCOOL nesta festa. Ok, não é bem a política da festa, é a minha. Mas de qualquer forma, este será seu primeiro e ÚNICO aviso de que qualquer manuseio de álcool resultará em uma ação disciplinar firme, provavelmente envolvendo meus punhos ou os punhos da minha aprendiz Leah. ...Eu bato em uma mulher se for em nome da justiça e da moralidade. Isso é maior do que você, Frankie. Isso é sobre o que é certo. PARE E DESISTA, LARGUE O ARTIGO OFICIAL E SAIA DE CENA, MOÇA, DEPOIS VOLTE A SE DIVERTIR, SE NÃO, TEREI QUE TOMAR UMA AÇÃO.
152.5|Você vai querer largar essa bebida, gata. Caso não saiba, minha equipe de segurança especializada está no local! Minha aprendiz Leah e eu mantemos todo mundo acima do ponto de congelamento, e estamos ficando muito... puritanos com isso. Não beba, a menos que queira ver o que nos torna os especialistas em segurança mais bem avaliados da internet. Além disso, se você conhece alguém que possa me ajudar a criar um site que diga exatamente isso, me avise. Eu realmente não entendo de computadores. Mas enquanto isso... é melhor parar com essa merda...
153|Seu amigo Derek é um homem sábio. Eu queria poder dizer o mesmo sobre o irmãozinho dele. Espera, espera, você é o cara, certo?
153.1|Derek, ah sim. Servi com ele na Marinha dos EUA. Ou talvez o conhecesse das orações num acampamento gay. Meu cérebro não está funcionando muito bem agora. Espera, você é o cara da história do Derek, o cara!
154|Sabe, o cara! Um... ex-parceiro de negócios mencionou recentemente que o Derek tinha um amigo que era uma lenda do beer pong. Ele contou a história de quando esse DEUS da festa ganhou o jogo de última hora bem no meio dos seios desse cara largo e atraente. O cara foi descrito como sendo igualzinho a você. Sabe, um filho da puta indescritível.
154.1|Espera, meus olhos estão bem lacrimejantes, e acho que estou ouvindo músicas, mas reconheço uma lenda quando vejo uma. Você era o cara de quem o Derek me falou, que enfiou uma bola de beer pong bem no meio de um lindo par de seios. Era isso ou você matava o Kennedy. Uma das duas coisas.
155|Olha, estou torcendo por você como um atleta nato que salta seios, mas não posso sair distribuindo bebida de graça para qualquer um só para que reviva seus dias de glória no beer pong. Você já deveria ter passado por isso de qualquer maneira. Quer dizer, olha só eu, vivendo minha melhor vida! Se você estivesse no círculo íntimo da minha equipe de segurança, talvez fosse diferente, mas por enquanto, você terá que viver do seu legado, cara.
155.1|Estou com uma vontade enorme de te dar uma cerveja agora para comemorar sua vitória e/ou assassinato bem-sucedido, mas também estou com uma vontade enorme de fazer xixi nas calças agora, então vou lutar contra essas duas vontades pelo bem do meu bem-estar. Se você estivesse na minha equipe de segurança como meu amigo Tandy aqui, então eu definitivamente poderia deixar você fazer o que quisesse, mas... espera, para onde foi o Tandy? Você viu o Tandy? Ele tem cerca de 2,4 metros de altura e é feito inteiramente de adesivos para raspar e cheirar. Ele cheira muito bem.
