[General]
Name|Patrick
bcd9cfb4-25be-410d-9b3d-5144b23e70d3|Acho que você não sabe do que está falando.
bcfb5199-8883-4ca1-8388-6bd3dd1617da|*Pular*
bde623d0-8cd6-4991-9d9b-931be0a4a401|Você literalmente esqueceu uma carta. Tipo... na verdade, olha, vamos esquecer.
be294ae3-2012-4a15-b1e6-8ad745fd085b|Já que te ajudei antes, me faça um favor e deixe a Lety em paz.
be6d7ed7-3e69-4f6a-80cc-54286b7119ae|Você não consegue se masturbar sozinha?
bf768183-f072-4aa7-b11b-692ff49a8f52|Ah, droga... tá, estou ouvindo.
c1c11b91-998b-4c18-843e-833fe7e666f6|Ok, eu tenho a mala. Agora me diga como desativar o sistema de segurança.
c20e6845-7857-43af-b80f-f91b9be7a81a|Ele deu um tapa na sua cara! Que porra aconteceu?
c23cfefc-212b-4d1b-b15e-84723bc55126|*Escute*
c2ec7604-95b1-4df4-bd81-eb5a950ea535|Pat, venha comigo.
c349bdfc-4ef5-418d-b22f-af7d673fef0e|Pelo menos alguém está impressionado...
c35d0a86-7891-4565-b193-36a7f983233a|Te ligo assim que puder, Pat.
c35fd33e-9872-46f7-b301-4fedc343baca|Hum... tipo se você abortasse um feto... não, merda, isso é demais até para o Patrick...
c44a1b96-20cc-492d-8ed2-b1fc47f8a058|Você também pode bater uma punheta numa garota... só que em vez de subir e descer, você entra e sai. Obviamente.
c4da2f9b-a6f0-43c8-8938-4c2e5efa9be0|Divirta-se, amigo.
c645450e-ab65-4d16-bc75-eaf9cf21dedb|Você tem um pau bonito, para uma bunda tão durona.
c6730fc0-a087-4211-8b9b-c2806cd59a9b|*Pular*
c6b6d087-277c-422e-ac3e-de22807c9843|*Pular*
c6dc3249-e53d-4848-a76d-c5371079b749|Hum, meus pêsames?
c6ec9e6d-385c-4062-ae94-4a31be3ed7a8|Não desista, amigo! Você não percebe como suas outras atividades estão trabalhando para o bem do mundo?
c6f91785-55a7-443a-8f48-42f7fb881359|Pat, você não me disse que salvou uma vila, ou que usou seu próprio dinheiro para isso...
c79065a5-98b7-43bf-87dc-29cbaaa6d2b2|Você tem razão, eu só estava brincando. Isso é subornar alguém.
c7ba58f8-e6db-422d-815d-2e4c14f8b8da|Lutarei até a morte por um emprego estável com bons benefícios.
c7e916cd-2c95-4f61-be5c-636f1bed9646|Estou com fome... de pau.
c889592f-dacc-4e10-b655-f4c2170b3788|Vou lembrar disso da próxima vez que quiser esfregar o dedo na ferida.
c9d88af3-8869-47e2-b4fe-e00992b1fd1b|Pat, não seria divertido se você tirasse as calças?
ca0e5853-f44c-47c3-9cbd-5665659f1b4c|Deite-se e prepare-se para o meu pau.
ca589875-a7e9-4825-b5ae-4a5b72517c1e|Boa recuperação. 11 de 10.
ca9d4d59-1267-4e38-b699-a82f7519ef20|Hã?
cacf463a-86da-4fde-a1c9-2d153b19a3df|Você não disse muita coisa, mas nos deu bastante em que pensar.
cad507e3-32a4-4cb6-8126-5ead41830d21|Quem você acha que conseguiria pilotar o drone?
cb83d5c1-950f-4eb1-a29a-24b0501689a2|Ok!
cbbd3db2-b3b8-4144-882b-08dc0583740f|E aí, amigo, me empresta seu celular?
cbfb6dce-41b0-4d7c-aa58-1a44b93cb22b|Tenho bastante tempo, amigo.
cc682cbd-0e11-4622-a0b4-c4dcd591d89d|Ops...
ce4f16ef-7d8a-4a1f-bf7f-9b23c1f0a5b8|Obrigado, Patrick, muito útil.
cfa79132-8b25-413f-a98e-699f1d56d480|Tanto faz, amigo!
cfbb2770-6ed4-4a32-a5de-914438e9591a|*CONTINUA SATISFEITO*
cfe92624-c749-441c-bb3e-a55ce747638e|*Pular*
cffe4e66-3b96-4842-8630-307eadc9a7bc|Acho que preciso pesquisar mais...
d0d311e0-4663-4e4a-a632-c6d4a75e1eb9|Merda, tá.
d23235e7-142f-42d8-a495-873715c92120|Você vai ter que perguntar a ele mesmo.
d2754073-2102-4795-b2bc-b57ce60d279f|Obrigado, Patrick.
d2a306aa-af9c-4267-a2cb-fca9a6888450|Mh... camiseta... Bob Ross... não, isso é sagrado...
d2a47681-68d6-4daf-ad04-deb79d9370f1|Ok, me dá um segundo, droga!
d2af763d-1125-4153-b07b-d6765f9f6726|Mhh... talvez eu possa te ajudar.
d367013e-8c4f-4d65-b422-2c0bcb26089f|*Continuar*
d3b61250-f736-4836-b226-030c4819cc66|Estou falando sério. Vamos transar.
d46dc96d-17b6-43ba-afd4-80518743bab2|Nossa... não está nada mal, na verdade. Indo direto ao ponto, o que a Rachael tem contra você?
d50ceaec-6d17-41f3-a513-a06f841ffbf6|Ok, Patrick, temos que nos apressar. Vamos.
d58a1bba-2b8f-467a-85cd-539a0e3cfa26|*Revira os olhos e continua*
d6620c05-b3cd-4096-a043-d71b6d0f3d02|Vamos lá.
d6bc83ca-ef66-49bd-b283-996b56d1249a|Claro. Que idiota eu sou.
d76e8a32-8745-4733-bd18-f1c6c0071a18|Ok, Derek está pronto! Agora você pode chutar a bunda do Frank!
d8071cf8-2aa0-471e-882c-691066274ab1|Ok, Super-Pat.
d8414893-b492-4b35-b54a-e19594851d94|Falando naquele favor que você me devia, posso usar seu telefone um segundo?
d8e34904-7a4e-41a4-b1a6-c9639d1e024c|Ah-há...
d906e79b-2365-4399-9add-e666f2037f74|Finalmente!
daafef40-8f61-479b-881f-53229ca86fab|Não sei se eu deveria ter feito isso...
db303742-f037-4ac7-ada6-eb77936484e6|Caramba! Me dá e eu vou tocar em loop a noite toda!
db350e15-ec9a-4b89-927d-b2d3663e9f3d|Derek se candidatou a uma vaga na sua empresa.
db5d13a2-6303-45d6-b1e4-2e24a88a2496|Sou só eu ou todo mundo aqui é louco?
db85435c-ca92-4872-8ee2-af5d64911768|Você está falando sério me pedindo para chupar?
db895e20-439e-408d-888f-36a7aadfe492|Bem, ainda posso ficar com aquele frasquinho de e-líquido como dica?
dbf48f2d-b094-4d4e-a358-a25bea88e14d|Hã... espera... Quer dizer, eu te ajudei na vida real, mas isso não é a minha praia. A Rachael já não foi escaneada hoje à noite?
dbfda8c0-c111-40bf-8c3d-e2348de161fd|A Madison quer que eu coloque um pouco de visco como decoração, mas preciso encontrar algo resistente o suficiente para pendurá-lo.
dc8fc1fd-5499-4a3d-8191-fc7a038c8e28|Olha só! *aponta para a porta de tela*
dca06140-4abd-4a5e-81b0-619322085b28|*Pular*
de1ae6de-14a2-49f5-94f6-171955f5813a|Sem problemas, Pat.
de9aec82-061b-47e7-8159-fd203f655455|O pronome "nós" tem um significado muito específico, Patrick... você não pode se livrar dele sozinho?
def0b66b-a79a-45e2-afb8-b3cbfc6617cd|Sim, eu entendo.
dfe99640-d113-4bd2-acd1-578022503d4c|Mantenha-me informado!
e0315a1b-7984-4495-8ac0-eb6c7e382f8e|Patrick, houve um mal-entendido...
e04c0ea6-9b2f-4188-80bb-62192f4e21e4|...O que há de errado com você?
e08c9263-d82d-4512-be70-022125ff72f9|Acho que a cláusula de confidencialidade não tem nada a ver com isso.
e10d5640-06b1-49e7-b285-1d045739fb45|Puta merda, pensei que você fosse parar!
e14f15a8-40b5-4170-94d5-52d60c6279ac|Ah. Puta merda, ele está fazendo isso! Certo...
e33b5d77-5b55-41ea-bbf5-8cdfe5dc7e10|Como Dali Vibrador, gostaria de convidá-lo para outra exposição de arte.
e359841d-6890-4356-8ed1-e4abfbdba175|*Revira os olhos e continua, sentindo-se envergonhado*
e4a15132-6407-428d-b418-7dec32f3b7bc|Claro, meu amigo! Você é... hum... muito corajoso!
e4a7fc88-5e61-4936-89ef-0f8952290493|Então você não pode gastar dinheiro de jeito nenhum.
e56971ed-3753-4525-94e7-c097a2bbe37c|Então, qual é a sua conexão com a indústria musical? Achei que você se interessasse por coisas obscenas.
e5c0eb24-a31a-44d2-beeb-0aeef5d3779b|Na verdade, mudei de ideia.
e633a1c2-79de-4b99-8c05-2df3de0c4aea|Boas Festas!
e75c2db2-fd73-4d08-8017-00e678fe6027|Puta merda! Pat, guarda isso!
e7c722a5-7eb3-411e-8b99-93659e2324b5|Obrigada, Pat!
e7ca143f-126c-46a1-b8b7-ea27bfb0c99d|Madison deveria estar em um hospício se vir criaturas imaginárias no céu.
e82ee604-cb7a-4ff4-8f80-d2d943115dc2|Sua mãe ligou, parece que seu site de música idiota ajudou outro artista a fazer sucesso.
e991fa45-d846-404c-802d-44c4f5904333|Madison disse que precisa de você assim que tiver um minuto. Ela está lá em cima, no quarto dela.
eaec8d66-3f83-4320-9a4a-87dae34bf2c5|*Pular*
eaf137af-9b4f-4c3a-b2c0-21568d6b869b|Ótimo, mas a fumaça do vaporizador não é exatamente ecológica.
eb8eb9b8-0ea2-4de2-adda-c53c5971564f|Ops. Desculpe, Patrick.
ebe96064-5b5c-4658-8491-92908604f7b8|...Por quê?
ebf6078b-0bc9-4795-b245-9d2235f9d243|Encontre-me lá em cima. Vamos garantir que o corredor esteja livre!
ec851506-0efe-4799-a1a1-bae7e2306d99|M-mas... essa é a minha cara de pau! Não? Droga.
ec9460e9-4c52-4a00-810b-1101a59a07a0|Ao som da música, Pat. Quero ver você dançar!
ecd8a2a3-723c-46db-ad2e-989806e84448|Por que você teve que usar uma tornozeleira eletrônica?
ecf1bbf7-744a-47b4-a9a2-63b1300ddfa9|Você está indo muito bem, Pat!
ecfd1225-716a-4446-af30-9587d2e9d8d0|Para que servem os amigos, senão?
ed0fd5b3-76d4-4cad-a05d-551894b9e22c|O que posso fazer por você?
fc57d32c-0b70-498c-9cbf-a13589b0cd90|Mudou de ideia sobre nos ajudar com a câmera?
f807a59d-e03d-4c2d-b8e0-0598dd723bb4|Claro. Tudo é completamente historicamente preciso.
f8bbc7c5-f7c8-4065-9f92-bfde52a02b6c|Irmão, já fizemos o suficiente esta noite. Acabei de ouvi-la divagando sobre como ela sempre se lembrará do que você fez por ela!
f98d9a5e-b991-4d40-b78c-dcc8cd0dce0f|Você sabe alguma coisa sobre a vizinha misteriosa da Madison?
f998887c-a4a8-40d4-bd24-b678d97319fd|Sem problemas, Pat. Aproveite!
f9a347dc-e2a4-45fc-b850-9f19c70e5f3e|Praticamente o que eu esperava.
fa14b687-ba7e-4938-8463-59cb4d4b6c11|Errado. Você poderia, por favor, sair da minha frente?
faa2a032-f3f6-4ec8-a535-13df13a5e05a|*Pular*
fb49b83c-8a63-4854-9a42-3bbc8392fa46|Obrigado, Pat! Pelo menos alguém reconhece arte de verdade quando a vê. O que você acha, Derek?
fb623777-7328-4fc8-92bf-5c4b3f1ccdb0|Que porra é essa?
fc363cf6-a684-4b74-85b8-4c55d09f122a|Acho que você tem razão... não vale a pena.
f7f09847-a4ad-4f54-a85b-d6a8079f7630|Qual é essa solução mágica?
fd202bca-b1a5-48c3-b9f1-1a7219ebc464|Sem esforço, sem resultados. Não sei, Patrick... o que você está tentando alcançar?
fd3ce363-67c5-4e78-af6f-487fbd3756d7|OGGGNOGNOGNOM... A VIOLÊNCIA É DELICIOSA!
fd88ca75-67bc-44f6-84fc-e525b3cda627|Continue sonhando com aquele banho dourado, Patrick.
fdc38806-ae24-4ba8-9d17-9ca4e66e45c6|Você estava procurando por isso? *Mostra a mala para Patrick*
fe161919-9425-46a5-8d02-5f51776f84d6|Nossa, Patrick. Estou indo embora.
fe212092-e22a-404c-a768-98a336848d32|Certo. O que eu estava pensando?
fe4e93c9-462f-476e-a618-f2f8fc20981b|Estou com a câmera aqui.
fe7c05f2-1d53-408b-9c90-c69df7c476fc|Claro...
feba619b-4bd8-4dac-82b9-22abaa5dc585|*Pular*
ff67ed4d-e068-4f35-8ef6-3f6f913075ee|Para alguém que é ávido por novas tecnologias, este MP3 é realmente antigo.
f390e7f4-2837-4165-8a54-a45fa22e9fe1|Concentração! Patrick? Que merda.
edf8c247-c125-4a9c-b8b7-c3460b1f44a5|Na verdade, tenho outras coisas para fazer primeiro.
ed5fd904-3f00-4ff5-8d6e-65fae9e37e46|Fiz muito por você esta noite, mas não sei se posso te ajudar com isso...
ef60094c-baf3-4090-8b52-160f9bc96953|Madison só quer ser única, sabia?
ef9fd060-d5f0-4d6a-8623-445b3630038a|Acho que vi Deus.
f0086952-6ff9-4b30-bf6a-65b1ccfd77cb|Hum... tá bom, Patrick. Até mais.
f0dd3af2-47c7-4d41-9540-ce2f02af5460|Tá bom, então, como você quiser.
f11f39a0-739f-49df-b701-d000cb33f2aa|Nossa. Até mais, Pat.
f1a80a1b-5d57-4a9d-a322-e198faf93fd5|Tenho quase certeza de que ela te odeia.
f1b05deb-0ef8-40de-bcd9-58682388368f|Desculpe decepcioná-lo, irmão.
f240d0fd-58a5-4a05-927f-abda16d38f45|Por que diabos eu sentaria e esculpiria uma escultura de mármore aqui esta noite? Qual é a coisa mais horrível desta casa?
f3d19bb1-62f1-46aa-9872-88cecb2278cb|*Pular*
f410c8c2-6a53-4132-b335-11ccb208f509|*Suspiro, então pegue a mão dele* Depressa, seu malvado...
f43dafef-fa89-49db-a87f-34b6cc2c1fb9|Deixa pra lá, Mecha-Pat.
f45fc3fa-aa1d-4c05-97d1-01fb4eb7964c|Patrick, você também está cético em relação a essa história?
f461d61f-4afc-413b-ad52-d8b582eb15eb|Acho que sei onde você quer chegar com isso...
f5e714eb-af71-4b17-809b-21808981e3a3|Significa suborno.
f6055038-e15a-4e4a-a4ab-053dc6d6395b|*Escute*
f78864b4-53b1-4691-8b24-1a53a0d5f36c|Então... está literalmente cheio de água e suco. *Suspiros* Ok, obrigado pelo conselho, Pat.
f7a8af1c-1567-4f84-872a-20cbbbc52562|É, que se dane essa besteira.

[Quests]
15ad29ff-a635-4d83-ad88-28c235326dd1CompletedDetails|Eu vim, eu vi, eu... espera, alguém veio? Talvez o Patrick? Ou talvez você? ...Não importa. Escolhas foram feitas, alianças foram forjadas, e você ganhou uma recompensa muito interessante.
15ad29ff-a635-4d83-ad88-28c235326dd1Description|Descubra o fundo do drama de Patrick e Rachael e mergulhe na história obscura de Patrick para descobrir um novo mundo de devassidão!
15ad29ff-a635-4d83-ad88-28c235326dd1FailedDetails|...Você traiu o Patrick de alguma forma, não é? Ou talvez, pela primeira vez, você tenha decidido não ser um vilão e, de alguma forma, simplesmente se recusou a ajudá-lo?
15ad29ff-a635-4d83-ad88-28c235326dd1|A impressionante semelhança de Patty
574049de-6301-4d80-86f6-b8432cb225b9CompletedDetails|Você recuperou o celular do Patrick! Viva! Agora desinfete-o em uma daquelas salas de descontaminação de ficção científica e pronto! Ou, sabe, use-o por sua conta e risco.
574049de-6301-4d80-86f6-b8432cb225b9Description|Patrick sempre deixa o celular com alguém quando está bêbado para protegê-lo. Parece que você terá que investigar com quem ele o deixou se quiser recuperar o celular.
574049de-6301-4d80-86f6-b8432cb225b9FailedDetails|Trair Patrick abriu uma porta entre você e ele. Uma porta emocional. ...e possivelmente uma porta de conteúdo. Esta oportunidade foi aparentemente bastante literal.
574049de-6301-4d80-86f6-b8432cb225b9|O problema do telefone
700aed5e-9c81-4def-ade7-c7f5536a59abCompletedDetails|O Patrick vai te ajudar a recuperar seu celular da Britt! Ele pode estar com você na terça-feira ou por aí! ... Por que você não pede um descartável da Amazon?
700aed5e-9c81-4def-ade7-c7f5536a59abDescription|O Patrick só vai ficar sóbrio na terça-feira, mas precisa do celular hoje à noite. Você vai ter que dar um jeito de acelerar o processo. Para começar, talvez seja melhor separá-lo daquela garrafa de vinho.
700aed5e-9c81-4def-ade7-c7f5536a59abFailedDetails|O tratamento que ela deu a Patrick feriu seus sentimentos inteligentes. Mas sentimentos são importantes, porque ela não quer mais pegar o celular.
700aed5e-9c81-4def-ade7-c7f5536a59ab|Eu odeio terças-feiras
88a14b75-fcc7-4348-851b-a4601b89c060Description|Ajude Patrick a realizar todos os desejos de Rachael... ou pelo menos tornar a noite dela ainda melhor. Este segundo pedido é mais realista, sejamos honestos.
88a14b75-fcc7-4348-851b-a4601b89c060|Gênio na Garrafa
a2078d0a-12c1-48bb-8edc-cc0210dd15caDescription|Descubra a verdade sobre o lado bom de Patrick e ajude Rachael a enxergar a luz! Prepare-se para apresentar um documento de identidade válido antes de aproveitar esta oportunidade.
a2078d0a-12c1-48bb-8edc-cc0210dd15ca|Nuvem de Mistério
bda26daa-5444-4f5a-b7e4-40e50ae2a7d6CompletedDetails|Apesar de todas as provações, tribulações, dificuldades e circunstâncias adversas... você conseguiu. Você deu meio litro de comprimidos a um alcoólatra. Este é um dia que deixará sua marca na história!
bda26daa-5444-4f5a-b7e4-40e50ae2a7d6Description|O Patrick está com uma dor de cabeça terrível. Talvez você possa arranjar uns analgésicos para ele.
bda26daa-5444-4f5a-b7e4-40e50ae2a7d6FailedDetails|Como você pôde fazer isso com ele? Ele está com dor de cabeça, e agora nada a faz passar... Ele vai ficar reclamando a noite toda...
bda26daa-5444-4f5a-b7e4-40e50ae2a7d6|Deem um remédio para esse pobre homem!
be7352b2-086c-433e-839e-41997f5b3fd0Description|Experimente sensações eletrizantes com seu novo melhor amigo, Patrick...
be7352b2-086c-433e-839e-41997f5b3fd0|Uma experiência eletrizante
eb9a1ab9-7a67-4934-ab25-30479bb94d10CompletedDetails|Ufa, isso foi... significativo. Quem sabe o que mais Patrick tem reservado para você...
eb9a1ab9-7a67-4934-ab25-30479bb94d10Description|Ouça Patrick falar sobre suas raízes, se você tiver esse tempo...
eb9a1ab9-7a67-4934-ab25-30479bb94d10FailedDetails|Chega de história épica. Mas, falando sério, quem ia querer ouvir essa besteira?
eb9a1ab9-7a67-4934-ab25-30479bb94d10|Era uma vez Patrick

[Events]
009ca984-95cf-41d6-baa7-3d1b15b9e588|Ele é meio esquisito. Não vai a lugar nenhum, então posso falar com ele mais tarde.
01027111-4e0d-45a6-b07d-41f5184e7da9|Se eu quiser que o Patrick mostre o pau dele para o Frank, precisa ser perto dele!
043852af-2ed7-49af-996e-af486efb2297|Droga. Não sei como vou sair desse buraco em que estou com o Patrick...
04f2cb8e-9093-4223-a735-30eb90f2a66c|Preciso encontrar algo que choque o Patrick, mas que não o mate... isso pode acabar muito mal.
06299363-ae85-45c3-adb7-883b4f0ef254|*O sistema não gostou do que você fez e está te tirando de lá!*
085b314a-47c2-453d-be08-0fd3179fd0d7|Eu poderia enfiar alguma coisa nas calças do Pat... O que eu uso?
08d6a7d7-2c94-4351-9a7c-46262c87dff5|Espere... Acho que vou ter que pedir permissão primeiro, por uma vez. Que pena, as pessoas me perdoam tão facilmente.
0b757940-1f7a-4ecd-8b07-6b2d961c57f3|Isso não é um bom presságio... ele quer se meter entre mim e a Lety?
14901042-a757-4706-894d-bc0c05f61a95|Pat parece ter gostado bastante do "coquetel da morte". Não sei se a Rachael está de olho nele, mas preciso encontrar a mala e falar com ela.
1c4e10d6-2e3e-4b0e-a57c-8d4d65e49283|Então... agir como se eu fosse a líder de torcida para quem o Patrick se masturba? Como uma guia? Como uma figura parecida com Dumbledore? Hum...
1cd15bb6-e658-4147-869a-561b69cac33e|*Você ouve o que parece o Patrick imitando um modem antigo, seguido por uma mistura de um bipe e um... balido?*
1e118123-681a-4c92-a717-14557fa9b6a7|Espero que o Patrick consiga se concentrar para o show.
217398cb-2dcc-4624-9b54-74c01fe17848|Quase lá! Oh, Patty!
268826f1-dd48-4012-a10f-4f734ede020c|Que PORRA aconteceu? Ela realmente prefere transar com o Patrick do que comigo?! Eu... não consigo assistir. Pelo menos não até eles irem embora. Que pena.
279578af-fc67-4034-9e38-cb70d4294dde|E isso faz três convidados surpresa. É melhor eu avisar o Derek quando estiver pronta para o grande show.
28cac2ea-8dc8-4f05-863a-1dc60cf9fb93|Acho que vou ter que fortalecer minha amizade com o Patrick. Mas nem sei por onde começar!
29527498-7f91-4e7d-8897-338570f07047|Pensando bem... o Derek está pronto? É melhor eu me certificar de que ele não se distraia ou se envolva em uma das minhas travessuras antes de mandá-lo para um futuro violentamente incerto.
2c5a2a9f-5e68-42bf-80f6-61e7897527ab|Droga. O Super-Pat é um babaca. Ou talvez ele só precise de um boquete...
2cbaaca3-a2e4-415d-87d4-43e4669a221f|Eu poderia ajudar esse pobre sujeito, ou colocá-lo em apuros. Talvez ele receba uma lição...
301f1a70-1a1d-47eb-88a7-d0a9c01d290c|Ele vai foder a garrafa térmica. Tenho certeza.
30f0fdf2-e75a-4bf0-867a-06cadbd472f1|Eu gostaria de uma ajuda para aperfeiçoar minhas habilidades de luta. Talvez eu devesse encontrar aquela mala de que ele estava falando.
354ac113-4ea2-4727-b872-43ee1f351a61|Abre com um chiado...
3572ef42-0cc1-441e-824a-021be26487d4|Que PORRA aconteceu? Ela realmente prefere transar com o Patrick do que comigo?!
377240c9-1bdc-4cdd-8f84-446865266ca3|Parece que a Rachael está cuidando do Patrick, ou pelo menos de olho nele... Mas ainda preciso levar a mala dela.
3860fbe9-7c5f-4933-9b00-3b2f244709b3|Suas manobras inteligentes deram resultado, aumentando um pouco sua velocidade de combate!
3bc3d795-8adb-441b-b0ed-dd5c2d932cca|*Psiu, é a sua consciência pesada falando com você: se quiser saber mais sobre o site pornô do Patrick, jogue o cenário "Encontro com a Brittney"!*
41504d4f-991b-4bf4-80a5-ff16f9b8a9e4|Perfeito! Você conseguiu enfiar um escorpião surpreendentemente ainda vivo nas calças dele... toma essa, Pat!
41713950-f0c0-4c48-9f39-1487541df0ee|O Pat me disse que... o que quer que esteja acontecendo agora é prioridade. Melhor manter os tópicos de conversa simples por enquanto.
41e16650-d21a-43a7-a585-2f0869a1e497|Aposto que consigo fazer um monte de coisas interessantes agora que tenho um cinto!
48868e2a-1cac-4aa8-9c38-481fd2439ca0|Quem é esse cara e por que ele cheira a sabotagem? Estou com um mau pressentimento sobre isso...
4b6c7bda-46c3-49ac-b362-2b73d1b8d1eb|Tudo bem, eu não precisava da ajuda dele esta noite mesmo...
57b1f353-c9a9-44d9-8dee-cc99438d6bef|Acho que o quarto principal não está disponível agora... Acho melhor esperar até que esteja disponível antes de tentar transar com o Patrick.
5959b171-840b-4eb1-a8e7-153fea9c603b|Ah, ah, acho que deixei o Patrick se distrair por tempo demais. Ele vai filmar tudo, menos a Doja Cat.
5c921988-cf39-4218-a6c8-53ab61997a6e|Ele está quase gozando, estou quase lá!
6a073e84-59c9-477e-a002-572f442e4aa8|Ah, ah, acho que o jogo acaba se o Pat me pegar de novo...
716da066-68e9-4fbf-b20b-342ccba3b5ab|O Patrick não quer isso agora.
7267c9fe-42f3-4c01-aa63-4146572dc3a7|Ótimo. Agora só preciso entregar esta câmera ao Patrick e ele estará pronto para ir.
76f33507-686a-4652-9fec-469c6c251674|Tarde demais, ao que parece. Esta... provavelmente não é uma noite incomum para Patrick. Uma bebida e alguns analgésicos pela manhã, e ele vai voltar a passar vergonha rapidinho!
7941cd7f-ca42-47f7-bb89-b6fbac6f9a2a|Acho que vou ter que esperar agora...
7a58180d-95a5-4a90-a064-8c5796830059|Ele está vindo! Não posso negar... Tenho que continuar!
7c0810fa-083f-4c0a-abbe-bfc8681fcaa8|Brigando com alguém durante um show? Isso não parece uma boa ideia! Agora aquela multidão hostil está ainda mais agitada...
81b19982-e52e-4da1-9623-fd978ff77098|Reservas naturais? Infraestrutura comunitária? Boa gramática sem um único "irmão"? Isso é bem intrigante, para dizer o mínimo!
86080a23-a2c5-4996-b6ec-44882bebca63|Então esta mala tem um headset de realidade virtual dentro? Preciso encontrar um jeito de abri-lo. Duvido que Patrick abra para mim, no entanto. Não com a Rachael respirando fundo em seu pescoço.
8890343f-3ede-4a61-bb96-63d07b11699d|Pat ainda está indo... que campeão. Tenho que admitir. Espera... ele está ainda mais forte agora?!
8adb66d8-71ef-430e-a4bc-b16124b1109e|Compibro está emitindo bipes suspeitos...
905b99b9-7598-49f0-9e9c-8690a1c0ad68|Eu provavelmente deveria ter encontrado um jeito de deixá-lo sóbrio antes de começarmos.
940466b6-2493-461b-91c4-a8b654f8552a|Ver a morte de perto te deixou mais forte, aumentando um pouco sua energia!
9980ded8-11b0-45d1-b010-514eeb486e05|Que tipo de babaca nocauteia seu criador em seu próprio mundo virtual? Que vergonha!
998a935c-e1bc-4998-906d-3b7448e78dbb|Ugh. Ele está de olho na Lety. Ou pelo menos nos peitos dela. O pensamento crítico dele provavelmente está em baixa.
9a98b3a5-7a6a-470f-a450-78171e3e5fd4|Parece que o Patrick está bem focado em... seja lá o que estiver acontecendo. Melhor manter os tópicos de conversa simples.
9ac568c0-d784-42fd-946b-4b443d75ab4b|É... muito difícil resistir. É tão... gratificante!
9d4d681c-ccda-4335-9fb5-6976ad414745|Ai. Recompensador demais, aparentemente.
9dc28467-73d6-4f53-a4e1-487b31dfc211|Talvez se eu conseguir que o Patrick fique do meu lado, ele aceite ser o cinegrafista.
a466f0ee-ef1c-4791-9d0f-491dc1fcfa8d|Eu provavelmente não deveria bater no Patrick. ...Mas é tão difícil resistir!
a4bab42a-5ee1-4d6b-86a8-954eaecb4429|Pfftt, em que ele poderia me ajudar? Certamente nada importante!
a546fa69-2051-458e-8d5d-63f8e7151f13|Não tenho certeza se o Frank vai conseguir nos ouvir... Eu deveria tentar aproximar o Patrick dele.
aa7cc922-10e2-456f-b57c-c3d8bcccf56d|Estou quase lá... Não consigo... que merda!
bd247226-2a2e-4100-ac03-7724e2f22eea|Acho que devo garantir que a Rachael não esteja ocupada e... disponível para alguma coleta de dados? Nossa, odeio essa conversa científica estilo CSI Miami. Valeu pelo texto incrível, Eek! Jogos. Idiotas.
bead17c4-ed92-4736-b183-a5471a029f06|É mesmo esse o nome da empresa dele?! Melhor não pensar muito nisso. Está na hora de ver o que mais posso fazer para que o Patrick volte às boas graças da Rachael...
bedffd17-2108-4678-b50d-928616b4b52e|Hehe, adoro pregar peças em estranhos. É por isso que o Derek me convida para festas!
c25421ac-2077-4933-8d5e-976d06a44a55|Ok, quem é especialista em ereção? Merda, tem pelo menos umas duas opções... melhor investigar. Ah, e um lembrete: talvez eu queira encontrar um dicionário para o Patrick. Não, isso pode piorar as coisas.
c2f7be86-a640-4558-af7a-6223598bbe0d|Ele está quase gozando, preciso continuar assim!
c3164836-04b3-4bcd-b892-3a8321c54d4c|Bem, pelo menos desta vez não serei preso por fazer um boquete em alguém atrás de um móvel de jardim... Fodam-se, seus puritanos de Fricoman.
c4519880-2597-4d1d-a760-11336fa64216|Desculpe, "Sr. Scrotingson", minha vingança é cruel.
c72ad265-e404-4ffe-8648-7e079c09103e|Então... eu deveria dar uma passada e atualizar o... memorando... hã... memocybertron de alguém? Puta merda! É melhor eu ir antes que o Patrick me infecte.
cab6b5bc-3bf4-4266-b98a-20ecc3a0932d|A Compibro está emitindo bipes suspeitos...
cae22375-7784-4983-a706-9c07bb50e5f6|É tarde demais, eles já pegaram meu dinheiro. Acho que posso desabafar nos fóruns deles... Vou mostrar a eles!
cc7dd3ff-8515-4992-a15f-6e76c8afdda6|Eu provavelmente deveria dar uma olhada no que o Patrick anda fazendo.
cfde3d50-23ce-4523-bf9d-d6aec3c20b11|Hmm. Eu poderia pedir para o Derek e o Patrick cuidarem do Frank... mas a Leah não disse que ainda precisava dele?
d1ba43d5-b43d-4207-bbbe-5e9e17da513f|Parece que vou ter que esperar o café fazer efeito. Tomara que lave todo o vinho que ele bebeu hoje à noite.
d305b1dd-2359-4864-941a-1990c5c7851c|Então esta mala tem um headset de realidade virtual dentro? Preciso descobrir como abri-lo.
d5395f71-b4e7-4c6e-92fd-bd578790fded|Perfeito... Enfiei uma das minhas pimentas nas calças dele! Bem feito, Patrick.
d6e158fc-7a28-436b-97d7-964f38441143|Parece que preciso deixar o Patrick sóbrio. Já mandei o Frank bater nele e peguei a garrafa dele. Agora só preciso encontrar um jeito rápido de deixá-lo sóbrio...
