[General]
Name|Leah
1a817430-154d-4c8d-ad5c-bbdd10463dab|...Eu sou um babaca.
0b074e17-3441-4b8c-ac2a-07819715cc00|"Rápido demais"? Parece que é melhor eu acompanhar a Leah enquanto ela... gasta a energia? É melhor eu me preparar para ir, rápido.
f54272f4-005c-4952-b98b-128bdc3b294e|Coloque a cueca, agora, CARAMBA, MEU TEMPO ESTÁ ACABANDO! Preciso acompanhar a Leah!
dbe63d31-2743-41e4-91d7-9de6dd531586|É, eu também não quero mais falar sobre esse fracasso. Acho que são só esses ossos velhos. Ou as tortas pop. Malditos biscoitos demoníacos!
f8f79edf-9993-48c1-b1c1-377f4b283025|Merda... Espero conseguir escapar dela!
94832778-1866-4ecc-84d0-03e7ea461ddb|Merda... Espero conseguir escapar dela!
30cd2690-f4fb-4e73-9cf4-460cb1721949|Sua fuga bem-sucedida adicionou um pouco de energia aos seus passos, aumentando um pouco sua velocidade de combate!
52b7a64f-7567-4753-af8b-7b764eb76fd9|Merda, a Leah voltou a jogar, e mais agressiva do que antes... Talvez eu ainda precise de uma "saída" para a Lety...
1e3f58ad-1139-4f22-86f0-35b72b364663|Merda, Lety, não sei se consigo te salvar... por favor, me dê uma boa resposta...
30e1b927-f0b6-459d-bf37-12ce67bf9951|Porra. Descanse em paz, Lety.
a9606136-f135-455a-a6c3-8bb55810588d|Ah, sim, acho que tenho parte da culpa pela... condição do Frank. Tenho certeza de que ele estará se sentindo melhor do que nunca em alguns minutos. Espero...
e3d7920c-764b-4090-90a0-abb7b0d2c793|Ah, sim, acho que tenho parte da culpa pela... condição do Frank. Tenho certeza de que ele estará se sentindo melhor do que nunca em alguns minutos.
0079bcff-1cb6-44a5-b7a6-fafec33236dd|Ah, sim, acho que tenho parte da culpa pela... situação atual do Frank. Tenho certeza de que ele estará pronto para ir em alguns minutos. Quem me dera...
d0f04c2c-dedc-47ba-8aea-d2ddc80dcebd|Para onde diabos ele queria que eu apontasse a luz?
00a22812-8034-4108-9a3f-7f982b5f8570|Ela não pode estar falando sério, pode?
0de99824-6b42-45b3-8a03-23fb2f3f437c|Compucompa faz um som suspeito...
8664f266-0eb6-4bec-b3b5-9e92ce22e5fb|*Tosse, causando um leve gosto de espaguete*
4f11f6f0-1721-4669-a6d0-c45bbd8b816b|Veio de algum lugar próximo... provavelmente de outro lugar escuro, imagino. Assustador!
d3798af5-3c79-4a8f-8463-576f3a93c986|Ainda bem que sou tão rápido. Aquele armário era quase assustador demais, até para mim!
7bf41324-b36a-4c21-9e06-10c2cb0f2be8|Caramba... eu realmente preciso ir lá?
1678e62f-5ba7-4ee4-9dc2-3719e2f2a8d7|Ei, a Leah pareceu gostar da minha coragem! Ser criança grande é legal!
873f7d9f-d6f5-405e-abd0-bf422e160dcb|Não vejo uma expressão de decepção como essa desde... bem, desde todo o ensino fundamental.
db6f55a7-d696-4b1e-964d-db8cdc00cbfc|Embora Leah seja uma ótima companhia, podemos progredir mais se nos separarmos...
aa4d7602-aa5e-473b-8657-75d702e70daa|Se Leah precisa de provas de que esta espada não passa de um sonho molhado de um weaboo, então encontrarei alguém que possa comprovar isso. Ou, eu poderia simplesmente deixar a mente dela correr solta, eu acho.
c02fa01b-9777-4974-8f88-460243ed66b9|Meu sentido aranha me diz que o que eu disser a seguir terá grandes consequências.
27ab1f48-8dbc-40d1-a982-2a1cd54ec08e|Leah tira a katana de você.
1717e5f0-541a-47d0-87ae-d210048a00f3|Aquela era a voz da Leah? Ela disse algo sobre o Bush?
546db76b-8bd2-4ef4-aafd-3a02cceae525|Ah, é verdade, ela está se escondendo nos arbustos... "em" é a palavra-chave.
4f36aed1-3658-4fad-8358-32667c26097a|É melhor eu escolher as palavras com cuidado...
c1170576-2a42-4c90-8c56-58be0b952b86|A cabeça brilhante... o corpo sem pelos... ah, porra, por que estou visualizando tanto?
c7717925-c913-4eb2-814b-a9b2ae9e55d2|Preciso encontrar algo para jogar! Parece que a Leah quer mesmo que eu pegue... heh.
9cea0e15-ec34-4dcb-b5b4-1d435cf7ce73|Droga... Estou ficando sem tempo.
c32de859-86ea-469e-b85b-0ad340036031|Eu realmente pensei que meu presente seria outra coisa...
17366ab5-e828-4867-8618-feec43ba34b9|Pressione a barra de espaço (padrão) para entrar no modo de combate e, em seguida, clique com o botão esquerdo (padrão) para atacar.
f5cde353-f20b-406c-9e04-58735939b5c0|Você se sente um pouco mais rápido... e um pouco mais forte. E também, por algum motivo... mais forte? Sim. Muito mais forte.
36a6c238-de88-4df7-bc95-4a6600990db8|Compucopia emite um bipe suspeito...
eb01d7b8-eb9f-4b4e-b750-dbc252a88b0a|Compucopia emite um bipe suspeito...
a811b8ad-bc63-4d0a-9a9e-4dbb7f827be8|Tudo bem, preciso dizer as coisas certas... Mantenha-o ocupado por tempo suficiente para que Leah se aproxime furtivamente por trás dele.
23c98951-80f9-4161-a321-0668574b3133|Frankie... onde você está? Argh, no que estou me tornando? O mal é bom, mas será que é realmente quem eu sou?
3cf19d26-10e6-49f1-a95d-0ed9b0fe7cae|Leah pode arruinar esta festa... e potencialmente a civilização humana. Embora eu esteja sonhando com o apocalipse há muito tempo, você talvez queira considerar onde residem minhas lealdades...
1c83fde3-c6b2-43f2-a8a8-b528e1eb1145|Frankie... onde você está? Argh, no que estou me tornando? O mal é bom, mas será que é realmente quem eu sou?
68a22dbc-3e39-4921-b5cd-6b4313d9c812|Não é inteligente, NÃO É INTELIGENTE!
c5cd5abe-3834-490e-a3a4-a1a02eff23ba|Frank parece bem louco e fora de si... talvez ele não esteja tão durão como sempre.
da382c02-0441-47fb-a194-f51f4230f2db|Computador apitando de forma suspeita...
aed3b895-2615-4f4c-8bf5-1430d66ea22c|Tudo bem. Eu tenho m-m-m-bolas de metal!
60106cc2-147d-4072-a658-815367194481|Todo telemarketing que liga na hora do jantar... toda vez que o Wi-Fi cai no meio de um filme pornô... TODA FRANQUIA DE CIÊNCIAS CHEIA DE DINHEIRO ARRUINADA POR FACULDADES CORPORATIVAS. DESCULPE. ISSO.
c41909f7-8796-405d-a42d-bcc8f47d3126|Melhor tirar a roupa e ir buscá-la... parece que é agora ou nunca!
504e0145-422c-4269-9c35-06f1d9b67606|Não consigo olhar!
d27cca5b-006f-4f17-9304-892e0db0e70a|Provavelmente é um jogo final, Classe S, Mítico... porra, sou um perdedor. Meu pênis... não está pronto. Droga.
fc32d4dc-2c20-4845-8239-8e52269711a3|Ugh, essa foi uma merda de close-ah...
7a7d91f8-323a-4c16-8cb5-5ee2edd7bcd1|Porra! Essa cobra é tipo o Flash!
84649cbd-fc1b-48bc-ad4a-060b6e3d033f|Uhhh... Eu realmente, realmente espero que tenha sido um draft ou algo assim.
fd04334c-f940-4769-be5a-d8cbcbabe0bb|Uhhh... Eu realmente, realmente espero que isso tenha sido um rascunho ou algo assim.
b36c2350-3cea-4b12-a2d8-e5ef430eff4f|Porra! Isso é... uma cobra cuspidora? Ela vai morrer? Malditos sejam meus modos covardes!
8fe9a06c-7729-4db1-991d-b33e17a97bdc|A Leah acabou de socar uma porta aberta?
15c6d919-17a7-4032-ba69-49b467e42a75|Suas experiências com Leah aumentaram sua resistência em 2,94 fucktons métricos! Isso reduzirá a frequência com que você é atordoado e reduzirá bastante o dano que recebe! *Clique quando estiver pronto para outra mensagem...*
14be4516-5d64-4f93-94be-b24a632f9f8e|Além disso, você levou a sério as dicas de autodefesa de Leah e pode bloquear ataques segurando o botão direito do mouse (padrão) no modo de combate! Além da sua resistência, bloquear faz com que os golpes causem metade do dano. Mas tome cuidado, bloquear um golpe consome bastante resistência e, se você estiver com pouca resistência, não bloqueará com eficácia! *Clique quando estiver pronto para outra mensagem...*
304c4266-533c-4b0a-95ce-834d778c674b|Seja paciente, use seu bloqueio e contra-ataque rapidamente enquanto seu alvo estiver vulnerável! Mas tenha cuidado; alguns lutadores altamente habilidosos têm um ataque que pode atordoá-lo através de um bloqueio, então não fique parado. Bons tanques não ficam parados no fogo. Boa sorte! *Clique para sair*
fe28b69c-0820-43c2-9a1a-9590c607520c|Você liberou sua fúria interior! Suas taxas de dano e regeneração de energia aumentaram bastante, e sua resistência também aumentou um pouco, permitindo que você receba mais alguns golpes. Hhhhooolllaaaa, canhão de vidro! *Clique quando estiver pronto para outro prompt*
02b13bd5-66d7-4ae7-8ae2-df8185afc5e7|Você também desbloqueou novos movimentos no modo de combate! Usando os controles padrão, pressione a barra de espaço e clique com o botão esquerdo para atacar. Você tem quatro conjuntos de movimentos. Novos movimentos são ativados segurando uma tecla de movimento (W, A, S ou D por padrão) e atacando. Cada conjunto de movimentos ativará uma animação aleatória, mas todos os movimentos dentro de um conjunto de movimentos funcionarão da mesma forma. Movimentos mais fortes usarão mais "energia" de ataque, então fique de olho no medidor! *Clique quando estiver pronto para informações sobre os movimentos*
0d35b8a9-45fb-4596-ac0a-d00c3ac2c139|O conjunto de movimentos padrão é usado quando nenhum botão de movimento é pressionado e você ataca. Agora você tem mais duas animações neste conjunto de movimentos. Às vezes, elas causam 25% mais dano do que seu soco básico e são muito rápidas. Pew Pew! *Clique quando estiver pronto para mais informações sobre o conjunto de movimentos*
3f4a68aa-9a39-4296-8939-ded216599179|Se você segurar 'A' ou 'D' (padrão) e atacar, ele usará um gancho de esquerda ou direita. Esses golpes sempre causam 25% a mais de dano e são relativamente rápidos. *Clique quando estiver pronto para outra mensagem sobre suas bobagens de ninja*
4ecad4be-2036-48b9-b957-03a82b61f502|Os próximos dois golpes são ataques mais fortes que têm um pequeno tempo de recarga após serem usados, então certifique-se de acertar! Se você segurar 'W' e atacar, usará um leve ataque de balanço para frente ou uma estocada. Esses golpes sempre causam 50% a mais de dano. *Clique quando estiver pronto para outra mensagem sobre seu maldito ninja*
2d9c7e7d-bbd9-414a-96bf-356ef2cc6da9|Finalmente, se você segurar 'S' e atacar, usará um "movimento poderoso". Eles sempre causam 75-100% a mais de dano. Eles também quase sempre resultam em um atordoamento mais longo no personagem. Além disso, o efeito de atordoamento de um movimento poderoso ignorará o bloqueio do personagem. Então... esquive-se com as teclas de movimento e movimentos terrestres poderosos para atordoar o inimigo e continue com um DPS incrível! Aumente esses medidores! Boa sorte! *Clique para sair*
9cd6f3c5-4517-42f0-81a9-0190cce2378a|Você ainda não teve nenhum treinamento de combate, então suas habilidades são, bem... nenhuma. Usando os controles padrão, pressione a barra de espaço para entrar no modo de combate. Você verá sua saúde no canto inferior direito da tela. Se clicar com o botão esquerdo, você usará um jab básico. Se acertar um personagem, ele se tornará seu alvo de combate, e você verá a saúde dele no canto superior direito da tela. *Clique quando estiver pronto para mais ajuda em combate*
03d2bc67-5906-4c59-8d99-e6d83932691c|Com cada ataque, você usará parte da sua "energia" de ataque, como mostrado no canto inferior esquerdo da tela. Se sua energia estiver muito baixa, você não poderá usar certos ataques (se os tiver desbloqueado) ou mesmo atacar! A energia se regenerará sozinha. Correr em modo de combate reduzirá sua regeneração de energia pela metade. *Clique quando estiver pronto para mais ajuda em combate*
a5b81096-5ebc-406a-b96f-4fee178acbe8|Se um personagem te atingir, você sofrerá dano e poderá ficar atordoado, permitindo que ele ataque novamente. Muitos personagens podem bloquear seus ataques, reduzindo o dano que você causa. Personagens diferentes apresentarão diferentes níveis de perigo e, dependendo da sua habilidade, estatísticas de combate e movimentos desbloqueados, eles podem não ser vencíveis. Você pode aumentar suas estatísticas de combate completando certas ações menores e desbloquear conjuntos de movimentos completando certos conteúdos. Boa sorte! *Clique para continuar*
874b642e-40c4-4dd0-be7d-1881151e5e0b|Como você está apenas começando seu treinamento, Leah não vai te revidar... por enquanto. *Clique para sair*
424db808-b3a3-4827-9bfe-33458a41f6c7|Parecia que foi por pouco. Estou com tesão pra caramba...
0aef7b22-ea25-49cf-872f-7b6a9707e908|Acho que estou no caminho certo...
95d3c06f-9c29-4dee-bf6f-d202cd31d94c|Caramba, parece que a cobra está a quilômetros de distância... E eu cortei meus mamilos. FML

[Background Chatter]
BGC1|Preciso lembrar que ainda preciso assistir aos meus replays hoje à noite. Será que tem alguma coisa que eu possa usar como saco de pancadas por aqui... tem aquele garoto loiro...
BGC2|Será que alguma dessas pessoas conseguiu algum dinheiro? Podem ser investidores em potencial...
BGC3|Está vendo aquele pássaro lá fora? Eu dou um soco nele se for preciso. Pássaro do caralho.
BGC4|É isso que vocês chamam de festa? Me sinto como um acompanhante num baile de escola para crianças cegas.
BGC5|Já disse, não sei por que não podemos servir álcool. Só estou fazendo o que me mandam.
BGC6|Preparar a refeição é meu momento favorito da semana. Isso, e assistir caçadores amadores de animais na internet. Os filhos da puta estão SEMPRE se mordendo.
BGC7|Alguém aqui assiste ao acesso público? Estou pensando em comprar um desses horários, sabe, para ensinar técnicas básicas de combate. Você não quer aprender a melhor maneira de chutar alguém na cabeça? Eu poderia te mostrar isso... toda terça-feira às 3 da manhã.
BGC8|É, a Leah estava lutando Kung Fu... os chutes dela deixam as putas chorando. Você consegue sentir aquele estrangulamento apertando...
BGC9|E aí, sabe aquele shopping que apareceu no noticiário recentemente? Estou juntando dinheiro para alugar um lugar lá. Abrir meu próprio estúdio de autodefesa!
BGC10|É, eu sei, mas é por isso que o mercado está aquecido agora. Posso conseguir o lugar barato, porque ninguém quer ficar perto! É perfeito! Além disso, fez com que... guardasse frango nos dutos de ventilação e essas coisas.
BGC11|Não, olha, você está puxando os cotovelos demais quando segue com o soco. O que você quer fazer é manter esses filhos da puta na direção do seu peito e, sempre que não der o golpe, usar os punhos para proteger o pescoço.
BGC12|Bem, parece que você precisava de ajuda. Você estava reclamando do Lorde Cordray Grundlebitch ou sei lá o que te batia toda vez que você... fazia LURP? LORP? Seja lá o que for que você disse. "Relâmpago, relâmpago!"
BGC13|Você está dizendo que eu não sou durão? Porque eu sou bem durão, né? Teve uma vez que eu estava num bar e um cara estava tocando uma música que eu não gostava, um rock cristão bem ruim, e eu fiquei tipo: "Ei, foda-se!" E aí ele disse: "Ei, foda-se." E eu fiquei tipo: "Não, cara! Foda-se." E aí eu lutei com ele com os meus punhos. Porque eu sou durão.
BGC14|Repare em mim... Sensei.
BGC15|Ah, olha só, o Sensei sabe rebater! É por isso que ele é meu sensei. Sensei, FRANK, porra.
BGC16|Merda, por que você não revida? EI, RACHAEL! O que você estava dizendo sobre "mecânica de combate" ou algo do tipo de novo?
BGC17|É, e eu sei quem você é. Vi suas caixas de DVD debaixo da cama do meu primo. Tenho a impressão de que você também não se importa muito. Sabe, se você estiver pensando em fazer um "endosso de celebridade", eu estou querendo abrir um-
BGC18|Droga, eu entendo... mais ou menos.
BGC19|Sensei Frank, chamando o Sensei Frank, tenho uma ligação não hostil comigo, e estamos chegando com informações vitais sobre uma merda que está acontecendo. É... Merda, ele está sempre ocupado demais para atender.
BGC20|Hmmm, o Sensei Frank não está no posto de comando. Ele deve estar fazendo uma verificação de perímetro lá fora.
BGC21|Ah, merda! O que foi isso?! Rápido, luz ali!
BGC22|Agora chegou! Veja bem aqui! Acendam a luz aqui!
BGC23|Agora é por aqui, porra! Vocês precisam ser mais rápidos!
BGC24|Não vamos sair desta garagem até eu conseguir, garoto!
BGC25|Vamos lá, me mostrem o que vocês sabem fazer!
BGC26|Não acredito que nem descobri com o que exatamente estávamos lidando, só aproveitei a oportunidade para provar meu valor. Talvez o Sensei Frank esteja certo, não estou pronto para me virar sozinho...
BGC27|Esse cara... O Sensei Frank teria um dia de glória com vocês, cara.
BGC28|É, poderia ser pior. Talvez eu tenha que ficar vagando no escuro com algum babaca. Então, é isso.
BGC29|Nada por aqui... Vamos continuar andando.
BGC30|Se eu quisesse ficar tateando no escuro, eu iria a um cinema pornô. Acende essa luz!
BGC31|Já que estou falando com você, deixa eu te perguntar: você acha que os caras vão ter problema em fazer aula de autodefesa com uma garota como eu? Não, nem precisa responder isso, eu sou uma vadia.
BGC32|Hmmm, ainda nada. Qual é aquele jogo japonês em que você é um super espião e se esconde numa caixa de papelão e essas coisas? Essa cobra é igual àquela cobra. Vamos continuar procurando.
BGC33|Sem querer desrespeitar, mas você já reparou no Sensei Frank dançando? Eu o encontrei no banheiro mais cedo e ele estava fazendo todos aqueles movimentos sensuais na frente do espelho. Isso é algo que os caras normalmente fazem? Enfim...
BGC34|Nossa, olha só. Eu vi uma coisa brilhante lá na frente, acenda essa luz!
BGC35|O que temos aqui?
BGC36|Estou farto dessa porra de cobra escondida nesse quintal!
BGC37|Ah, você está ferrado agora! Aí vem a dor!
BGC38|E só para você saber, acho que vou ficar bem com essa coisa toda de "Frank destruindo meus sonhos". Eu tinha que ter em mente o que estávamos falando: ser fiel ao código dele e tudo mais. Há muitos outros espaços para alugar na cidade. Meu estúdio de autodefesa não vai a lugar nenhum.
BGC39|Ei, Frank, preciso falar com você. Pode parar de dançar um segundo?
BGC40|Podemos não ser mais parceiros na caça ao crime juntos, mas achei que devia te avisar que, sim, aquele retardatário que estava me ajudando esta noite está assumindo suas funções oficiais de estragar esta festa.
BGC41|Ah, desculpe, o que eu quis dizer é que nosso novo amigo está recolhendo todas as bebidas de todo mundo. Sabe, ser um verdadeiro pé no saco, mas sem dirigir sob efeito de álcool esta noite, não senhor!
BGC42|Não, mas é o seguinte, eu realmente acho que eles vão fazer isso para te irritar. Sabe, talvez até pensem em abrir a própria operação, onde eles entram e dão uma festança. Pode ser muito ruim para os negócios.
BGC43|Então, o que você acha, sabe, descer e voltar ao trabalho?
BGC44|Frank, seus olhos estão ficando... esbugalhados. Acho que a cobra precisa sair AGORA. O MAIS RÁPIDO POSSÍVEL. DICA, DICA.
BGC45|Ei, Frank, acho que nosso novo amigo ainda está acumulando o álcool de todo mundo...
BGC46|Frraaankk!
BGC47|Vamos lá, gata!
BGC48|Vamos lá, bate nessa bunda! Mas só na defesa.
BGC49|MMMWWAAA HAA HAHAHAHA HAAAA!
BGC50|Ele é meu acompanhante agora. Isso é tudo que você precisa saber.
BGC51|Ahhh, olha quem é! Como vai, "sensei"? Hehehe...
BGC52|Ei, cara, vou ficar vendo manchas a noite toda se continuar com essa merda. Passa isso para outro lugar.
BGC53|Ei, para com isso!
BGC54|Não é uma merda?
BGC55|Ooooo o quê. O. Ferrado? Só que não. Qual é, garoto...
BGC56|Tudo bem, atenção, moças e homens fracos... Estou olhando para você, cara de fraternidade de camisa florida. Como pode ver, essa mancha de merda humana está com o pau de fora. *Eu dou aulas de autodefesa nessas situações*. Esses exibicionistas são DE VERDADE, gente.
BGC57|Sou treinado em bojutsu, cara de merda. Mas... sabe, estou me sentindo enferrujado... como se estivesse a fim de treinar. Eu poderia pegar a primeira madeira que eu visse e começar a bater.
BGC58|Yo-sensei, que diabos!? Você está carregando umas coisas de qualidade aí, mas a nossa merda era particular! Guarde isso!
BGC59|Jesus Cristo, olha só você, campeão... agora é DISSO que eu estou falando!
BGC60|Nossa... ah, você esperava que eu gritasse de excitação? Você não está carregando TANTO calor, seu pequeno aprendiz.
BGC61|Nossa, é. Nunca pensei nisso dessa forma, mas aposto que bolas grandes realmente atrapalham algumas poses de artes marciais...
BGC62|Caramba, é muito difícil ver o Sensei Frank se render daquele jeito.
BGC63|Aquele filho da puta traiçoeiro tem o que merece. Boa viagem.
BGC64|Ei, nada mal! Eu poderia ir para a pista de dança e te mostrar alguns dos meus passos. Quer dizer... se eu não estivesse aqui na segurança, é claro. Preciso me concentrar na minha carreira, sabe?
BGC65|Nada mal, nada mal! Notei que aquele garoto tem uns gingados!
BGC66|Hum... você chama ISSO de dança? ...Ou alguém derramou gelo na sua calça? Eu realmente não sei dizer...
BGC67|Então... onde diabos foram parar as minhas roupas? Então, que...! Droga, eu tive um SONHO MOLHADO de dominação?... Preciso ligar para o meu terapeuta.
BGC68|Cara, não me faça colocar as mãos em você. Estou tentando manter a calma, mas você está apontando como se fosse começar a fazer reféns.
BGC69|Vamos lá! Eu não me inscrevi para repetir as aulas! Ah, quer dizer, a menos que você esteja planejando mostrar suas habilidades para todo mundo. Isso é um movimento de alfa. Respeito.
BGC69|Vamos lá! Eu não me inscrevi para repetir as aulas! Ah, quer dizer, a menos que você esteja planejando exibir suas habilidades para todo mundo. Isso é um movimento de alfa. Respeito. BGC70|Ok, bem, agora você está se masturbando. Você realmente está com a cabeça no jogo, não é? Droga, estou ficando louco.
BGC71|Ok, ok, faz um tempo que não vou a uma dessas festas. Que bom estar de volta, ha ha!
BGC72|"Uau! O Sensei Frank manda bem dentro e fora do dojo! Sorte sua, né? Talvez você descubra por que o chamam de "O Punho!"
BGC73|"Uau! Boa forma, Frank. Bem, divirta-se. Ei, talvez você descubra por que o chamam de "O Punho!"
BGC74|Uhhh, droga, garoto. Você é selvagem...
BGC75|Ha! É isso aí, garoto, abrace essa selvageria interior!
BGC76|O Sensei Frank tem sido bom para mim, mas às vezes me pergunto se ele tem os meus melhores interesses em mente. Sou leal demais, mas preciso garantir que um dia alcançarei meus próprios objetivos.
BGC77|Claro, ninguém sem treinamento vai vencer uma luta contra o Sensei Frank. No entanto, eu provavelmente conseguiria treinar alguém para vencê-lo, SE a pessoa estivesse devidamente motivada. No entanto, não consigo ver isso acontecendo. O Sensei Frank e eu somos muito próximos.
BGC78|Estou feliz que eles estejam mudando toda essa besteira de princesa da Disney. Eu adoro mulheres que não precisam de um homem para salvar o dia. Agora elas estão simplesmente salvando o dia. ESSA é uma princesa com quem eu me identifico.
BGC79|As artes marciais fizeram mais do que me ensinar a enterrar qualquer babaca que tente me agredir na rua. Sou fisicamente mais forte, mentalmente mais esclarecido e consigo controlar minhas emoções, a menos que precise usá-las como arma. Acredite em mim. Tem muita coisa acontecendo lá em cima. Muita energia reprimida. Se eu alguma vez explodir uma junta ou algo assim, pode ser perigoso para todos ao meu redor. Então, como você está?
BGC80|Será que eu conseguiria vencer o Sensei Frank numa luta? Nunca pensei nisso. Ele me ensinou muito e planeja me ajudar a abrir meu estúdio um dia. Isso significa muito para mim. Acho que nunca vou me imaginar machucando-o.
BGC81|Como você pode melhorar na luta? De muitas maneiras, tipo, ah, sei lá... exercício! Mexa-se um pouco! E não se esqueça dos suplementos. Você pode comer ou beber bastante para se recuperar depois de um treino, manter os reflexos afiados ou ganhar músculos. E o mais importante... você tem que estar preparado para tudo. Assuma riscos, descubra coisas sobre o mundo, sobre si mesmo... e sobre potenciais inimigos. Você nunca sabe quais ações podem te tornar um pouco mais forte, mais rápido ou mais resistente. Não é como se a vida fosse um videogame e você recebesse uma pequena mensagem na tela informando que acabou de aumentar seu poder de combate ou algo assim.
BGC82|Aquele quadro em cima do sofá realmente me assusta, cara. Algumas vezes me peguei olhando para ele em transe. Então percebi que não tinha contatado o Sensei Frank em 10 minutos. Estou te dizendo. Tem algo sinistro naquela coisa.
BGC83|Aquela porra de foto em cima do sofá, cara. Foda-se essa merda. Nem eu me meteria com esse tipo de energia sombria. Nada maligno deveria emoldurar. Isso é uma porra de possessão esperando para acontecer.
BGC84|Tudo bem. Se você não pode vencê-los, junte-se a eles, hein? Eu entendo você.
BGC85|A gente não vai sair dessa garagem até você jogar os balanços em mim, moleque!
BGC86|Essa porra de garota... O Sensei Frank teria um dia de campo com você.
BGC87|Oooooh o quê. A. Merda? Simplesmente não. Vamos lá, baby...
BGC88|Tudo bem, atenção todas as mulheres e todos os homens fracos... Estou olhando para você, cara da fraternidade de camisa florida. Como vocês podem ver, essa maluca está com os lábios vaginais de fora. *Eu dou aulas de como se defender nessas situações*. Esses exibicionistas são REAIS, gente.
BGC89|Ok, bom, agora você está brincando com a sua vagina. Você realmente está com a cabeça no jogo, não é? Droga, estou pirando.
BGC90|Garota... não me faça colocar as mãos em você. Estou tentando manter a calma, mas você está agindo de forma muito nojenta agora.
BGC91|Ugh, garota, pare com isso. O que diabos você está pensando agora? Por que eu continuo me inscrevendo para esses empregos de segurança? Toda vez...
BGC92|Doja Cat? Droga, será que ela vai precisar de um pouco mais de proteção hoje à noite? Eu cuido dela... Hum... porque eu adoraria ajudar, só isso.
BGC93|Nós deveríamos, hum... nós deveríamos fazer isso. Acho que você deveria me beijar.
BGC94|Certo, certo, sem problemas. Vou refrescar meus pensamentos.
BGC95|Eu poderia dizer a mesma coisa sobre você... na verdade... é o que eu vou fazer.
BGC96|Desculpe, eu estava tão entretido em como essa conversa estava indo que esqueci o que você disse.
BGC97|Ei, que p...? Ah, entendi. Você quer me testar. Tenta de novo e vê se consigo desfazê-la com um golpe de judô.
BGC98|Ufa, alarme falso.
BGC99|Certo, eu tenho praticado para essas situações. Vamos lá, Leah. Hora de dar uma surra em alguns babacas! ... BGC100|Por que as luzes se apagaram?
BGC101|Sem luz? Tudo bem. Eu tenho outros cinco sentidos e meus instintos!
BGC102|Ninguém se mexe!
BGC103|Uau. Ei! Droga, você quase levou um chute na cara! Acha que consegue acender as luzes de novo?
BGC104|Estou com um mau pressentimento.
BGC105|Merda, esqueci qual forma usar. Ok, ponche sóbrio serve. Sente-se! Pare de lutar ou vai ser pior para você!
BGC106|Vou ficar de olho naquela tal de Liz como um falcão. Ela disse que foi convidada por um cliente misterioso. Parece um álibi muito conveniente.
BGC107|Sensei Frank? Como você pôde? Eu tentei ficar do seu lado a noite toda.
BGC108|E como matar Patrick ajudaria nisso?
BGC109|Sensei Frank, não fui eu. E agora acho que você está indo por um caminho que eu não consigo seguir.
BGC110|Nossa, você tem um corpo definido. Não sei se precisava ver tudo, mas eu também o exibiria. Impressionante.
BGC111|Alguém mais está suando nos lugares errados ou sou só eu?
BGC112|Preciso da atenção de todos. Vi uma espécie de lagarto lá fora. Como monitor desta festa, estou dando um ALERTA DE NÍVEL 5. Não entendo nada de lagartos, mas este parece bem suspeito.
BGC113|Vá para o jardim. Olhe para as montanhas. Está vendo aquelas luzes vermelhas piscando lá em cima? Que diabos são elas? São alienígenas. ALIENÍGENAS.
BGC114|Metrópolis tem o Superman. Gotham tem o Batman. Pinecone Valley precisa de sua super-heroína, e eu sou a que está usando a capa, porque sou a Tracksuit. Não, preciso encontrar um nome melhor.
BGC115|Alguém quer brincar de alguma coisa? Charadas? Talvez Twister?
BGC116|Madison tem muitos vestidos fofos. Será que ela me emprestaria alguns? O quê? Você acha que eu não gosto de ser fofa?
BGC117|Preciso ajudar Brittney a sair da concha. Talvez eu possa fingir que a sequestrei para despertar seus instintos de sobrevivência. Não, nunca funciona como você espera.
BGC118|Ashley e Madison deveriam deixar a rivalidade de lado. Uma irmã não é uma boa rival de qualquer maneira. Um homem misterioso em um beco que matou seus pais bem na sua frente é uma boa rival.
BGC119|Amy pode parecer fofa e inocente, mas tenho a sensação de que ela tem alguns truques na manga.
BGC120|Quer dançar? Vou dançar no seu túmulo. Nossa, desculpe, isso saiu muito mais violento do que eu pretendia.
BGC121|Aquelas luzes no banheiro de cima criam uma certa atmosfera.

