[General]
Name|Madison
05a5095b-5ad9-49e7-9b2e-1609a14066e1|Quer dizer que não vai me pintar?
66fae515-adeb-4244-a161-16b625b6d962|Mas...
9c3ebb11-9f95-493e-bd3f-d3a8a23d38ac|*Piscando furiosamente para sua estrela-do-mar*
77b9239e-e06d-4210-af5d-5742b7705060|*Respire fundo... com o dobro da majestade*
330fd0e6-3687-4ca8-9479-b038a6545b79|*Ajoelhe-se... com dignidade*
2ab85715-0f5a-41ea-91c1-6216e8e56d75|Por que eu tive que ficar nua para isso?!
cf9bdeb4-a9c2-4c69-8817-848b941017af|Que diabos é um animal celeste?
b481f4d7-58e9-4e45-bc39-6fbfb8014151|Você mentiu para mim sobre tudo isso!
a54b429a-5492-4d49-973c-a0a93b6e7a5f|Que galeria iria querer animais celestiais?
54893bc8-495d-48d3-9e57-2811317a8b59|O que aconteceu quando você terminou toda essa merda?
8645f9cb-e86b-44c3-a283-ee9571714801|Isso é ridículo, não quero mais falar.
34ed3616-a085-43da-b254-83a2e1e091ec|Lógica perfeita, Mads.
a91b7429-7c33-4693-abf1-11cc6cd2e3aa|Claro como o céu, urina de animal, Mads.
ba2f295a-d764-40fb-b683-f083b9868e7c|Essa foi uma maneira muito prolixa de dizer "alguém vai dormir com elas".
a4bf5ba8-0844-4a09-8dc2-efd93cf57e73|É, tá...
c4bb1b5b-adc5-45b0-b95f-09a87b4bb6e7|Espera... enviar para onde? Achei que isso fosse para uma galeria!
0c4e6858-3829-457c-8732-d00139f02f9c|Olho castanho do velho, a batalha contaminada... eh, quem se importa?... Heh
1b93730b-511c-4ae7-956e-898f0e43f6be|Finalmente!
13324ed8-297c-420c-b88e-7376a37a4c5b|Terminei aqui, pronto ou... sim... você está pronto. Erm, deixa eu anotar isso...
13fecef0-473f-493b-b7f6-5bd14d72b01d|Certo!
8e5f65b5-a9b5-418a-91ea-730b02a18195|Eu sou um pinguim?
f57d7ca4-feee-4d36-99e5-ec32281e01d6|Porra!
4a55cefc-f4af-4181-bea2-69aeecab970b|*FAP FAP FAP*
fd911885-e4c6-4814-bee5-8af534737471|...*FAP FAP FAP SE INTENSIFICA*
77d8a6ed-b344-4059-b691-5e3d126fc6e5|Então... você acha que eu tenho um pênis grande?
d3196b80-5e6c-49ad-8bca-acaa61e65bbe|Pronto para a refeição mais importante do dia?
a7547042-df82-4544-b5d9-44406ace4ce5|Claro que sim, estou pronto para colocar Jackson Pollock em cima de você-
a65be0bf-4a94-4a14-9cb0-f86d3e367537|Pode deixar.
52176c68-bb2a-417b-ab6c-28f100aeb2b9|Na verdade, Madison...
a056980c-eac5-4361-bc62-e233b1bfb176|Pode deixar!
b5e508f1-e55b-4f69-b313-0507108f20a5|Estou bem na sua frente, querida!
835ea8e5-0feb-486d-90dc-159827efc06e|Sinceramente, eu só queria ser sua modelo e te ajudar a preencher seu portfólio. Nada mais.
90cdec75-3728-4987-ac66-88e6c73aa86b|Sinceramente, decidi que você é feia. Prefiro enrolar essa tinta de pinguim e transar com ela em confete.
939b2e22-eca7-49c0-a4ad-f8d4b4869b70|Falar sério? Eu peidei.
761aea81-ac4a-4716-83f7-e933685d0c97|Você tá louco?
38ecac7a-1568-4a6f-b497-56f36b699169|Então estamos bem?
871e3573-5550-4697-ac83-d20ccc4abdaf|Ah, tá. Parece bom.
5f071550-6deb-4cc6-9fa6-72dc24579568|Tá, nossa, só que... você é feio. Eu não tô bem.
287331aa-d37c-4dbe-b01a-5d884e639293|Eu. Eu não quero... porra.
081d14c4-5aa7-4638-b265-8f5af1c9df0c|É...?
e4b4aa56-b14f-400c-bb04-9ed931b10f8b|Presumo que você não se importe se eu cortar a fita desta exposição...
73f4a099-605d-4e21-8313-15e20665252e|É, parece bom... deixa eu cobrir o velho pinguim c... não, não estou dizendo isso.
bd45c522-fc5b-441f-8635-fec90f0d8c82|O que posso dizer? Belas artes abrem a mente e arrepiam... eu acho.
e63285c0-cfd6-4a51-a73a-1b6070d61f8f|É só uma máquina de pirulito de merda que transformei em um vibrador descaradamente rondante. a-
5b4bd993-e5de-4e04-b1fa-04dd5d083158|JESUS CRISTO DUPLO!
53546555-8362-4db2-8d34-fb52b96371d3|S-sim. Lembre-me de enviar um e-mail para alguns desenvolvedores mais tarde...
fbff37df-1b62-4538-ab7e-f2d4e3adf2b1|De jeito nenhum, só curiosidade!
82afcb65-f0da-4cef-9361-012639a65620|Sim, significa que você é péssimo.
1186f446-0bd9-4576-9af9-ea588d51ba6d|Sim, não era.
1cb6fa20-8e31-4488-ab30-e64ed973d8f4|Por mim, tudo bem.
868fab97-2b0a-48e3-887d-c80f0e2c235f|*CONTINUA*
dc26c291-f9d9-46cc-b021-2d09a90b29b8|Ah, bom, eles eram todos complementares de qualquer maneira!
b5687ca9-e47c-49a7-9573-db726490986c|Relaxar e esperar meu momento de destaque? Sou o cara.
2f2ac727-7dcd-4ba2-879f-8f58c7220034|Até breve!
Ccffb263-ccd0-4b39-a37b-c79f684e76e2|Droga.
735ee57a-4698-4d32-93af-e092ea508102|Eu entendo... alto e claro.
50a5c436-341b-41fc-a798-efabb0bea171|Pare com isso!
74dac185-7cc9-45e9-858b-4e07531233f6|Sarcasmo é a pior forma de ser legal, Madison.
923d8bfb-a09d-4862-8bca-aee2131a21ec|Aahhhh merda!
2ce8104d-45e9-4aa1-a955-8f2117d62e11|Espero que sim...
3311f740-b0c4-4d31-9a14-5b586834c124|*Continuar*
1a145646-bd95-467f-880d-f0c8520f7ba1|*Continuar*
e4cf7f75-da59-4905-bfe8-8124958431de|*Continuar*
cb6a19d2-f648-440e-b46a-63989e6648a2|*Continuar*
d5eca804-5da7-4379-b8fc-ae6be5ccf3d8|Pode contar com ele.
d395535a-0e8f-4ee9-adab-06187322047a|Heh, é. Brincadeira!
cc11270c-a9e1-4c92-9f5c-c7a903b2d57c|O que é evitado nunca pode ser evitado.
eb40d7b2-bb5e-4ea3-b8df-148121e60853|Talvez eu... pelo visto, sou uma máquina de fazer histórias!
be1bd760-5aa6-4d53-a20f-7ec6bba47926|Achei que era uma boa fala...
5b925130-5760-44e0-80d1-3bdbc7c3ec4f|Estou falando daquele quadro de gato que você tem na sala!
00fa67e6-dadc-4008-a95f-6676b79d1338|Puta merda. Não foi meu melhor momento.
3f3a3789-878c-4590-97dd-e5b2b1501a57|Você não pode me deixar na mão assim.
6fbae4a8-d005-470b-80eb-d96c7b2a8be8|Complicado... meio suspeito, na minha opinião.
ec4f92b0-0a25-4abd-b584-44c635bca9f2|Nossa, resposta muito forte... Acho que não é uma boa ideia, cara.
036708ad-1f1a-4f90-9723-622e585b4675|Ainda há algumas falhas do tamanho de um gato em nossa teoria. E... ela tem razão.
00c11c33-b70d-437f-b725-3bf25dfbaa1e|Caramba!
d0476828-ecb0-40a2-850d-81b8d86ea519|*Ouça*
81f9f258-af69-43d4-8516-eddaa5c5507b|*Sinta o cheiro também e depois ouça mais um pouco*
e48f8ab9-ef56-4a92-9c4d-c788252c0f10|Puta merda, lhama babaca-
925d338d-d82a-4339-88d3-22078b6fa48d|Certo? Porra, Derek! Cara!
6c2f989c-0713-4d05-80cc-231059ab1410|Ok, estou cuidando!
3473f740-37ca-431b-a568-b80a65587406|Ouvi umas merdas e dei cobertura ao meu amigo... o que acho que incluiu mantê-lo fora da prisão.
2b51b38e-3f1a-4f77-b04d-94741a88f052|*Dá de ombros* Você teve sorte, eu estava pensando em mijar em alguma coisa sua hoje à noite, de qualquer forma.
28a151e4-0bcb-4049-9bd4-6ab344c4259c|Hã. Tchau.
9cb66c76-b132-406c-a2ef-889d160a4c3c|Não teria sido meu primeiro palpite, mas entendi.
80892c25-7978-40ab-9acd-02d33a837161|Gozo clássico! É essa a palavra? Merda, ei, espera aí!
882796d8-11d4-4638-a860-6efee56f8bd6|Ok, ok, que comecem a mijar. ... Essa também é nova para mim.
4d855b08-6332-45c6-ae46-a95de3497b8e|Ei, a Ashley quer falar com você.
4273f658-5cac-443c-ade7-f3ddc912ed3f|Ei, vi o Patrick enfiando um pouco da sua merda nas calças dele. Acho que ele está tentando esclarecer algumas coisas.
78432e17-de33-49cb-8f13-abd940c1dbc6|Ei, a Stephanie quer que você troque a música que está tocando na sala.
07036c92-b7ba-461f-adbf-4192f9cd8730|Ei, você não trocou a música que está tocando para a Stephanie? Isso não parece diferente.
9c05671a-2b3a-406c-9406-18e701e8e030|Acho que gostaria de te conhecer um pouco melhor.
05df6215-4aa0-4cda-9ebb-89d0f8a6f50c|Você pode me dizer onde fica o banheiro?
d3fc55fe-63ba-470a-9567-ffc6b9b29c8b|Então, tem alguma recompensa por devolver o celular? Acho que talvez um beijo ou algo assim seja bem-vindo.
109361f6-2fa0-42df-84df-2394b1420cdd|Você pode explicar o plano para a Ashley de novo? Esqueci o que eu deveria fazer.
169a3687-268c-4fc1-a6b4-ef87f69056c4|Não consigo encontrar seu celular no banheiro.
7a77f9c4-ab63-4ecc-bd89-e999c2aff53d|Ei, então você pode conhecer todo mundo. Você sabe se é verdade que as pessoas aqui são amigas da Vickie Vixen?
e5b475d1-53cb-4cfd-85fd-4478a8b488a7|Deveríamos conversar sobre as fotos suas nuas que encontrei no seu celular.
928b5ba0-7f4a-4eb6-870c-8b3551e76288|Quais são as minhas chances de ganhar um boquete?
6e99548e-3215-4c14-a6a9-e816d905aa15|Vamos para o seu quarto. Preciso que você faça mais algumas coisas para mim.
67e06009-0d7b-4a0d-8c81-0c8b9e15e2ec|Então, você quer me amar? Ou ao Raymond, como todo mundo?
f2a2a9ce-f0a7-4f1b-966e-b50b25cbab43|Então, Patrick perdeu o celular. Você viu?
b69c01dd-a6d7-47de-8b4d-b85719748833|Você por acaso não teria o número da Vickie Vixen, teria?
ac4959d0-118d-4302-972b-2ffc45978134|Então, eu poderia pegar o número da Vickie agora?
713ff135-ad24-4a22-82c4-6c39e7dc4a8c|Conheci sua irmã, Ashley.
3cf43edf-3063-446d-b667-0ab287953e95|Qual é o problema do Frank?
4beafcc8-03c3-4feb-bcbe-ede556ed7818|Brittney não sai do estúdio.
c123866b-9bdc-4f69-8cb4-dfa8e0c36b65|Você não teria dado uma festa sem um pouco de drogas, teria?
9b23a822-c60f-4cee-8293-0bca97655df3|Ei, quer assinar minha petição?
4821b278-b155-4c3f-9fbc-aea885ccf0f5|Você parece uma fã de "Goodbye Kitty", se é que já vi uma.
8b64b496-a956-4cfb-aab2-226d764cb19a|Você não saberia se alguma das suas amigas tivesse calcinha com a bandeira americana, não é?
ed6d4ea1-f7b0-43ad-b012-59d3b3c1b703|Preciso do seu celular de volta.
655e749b-3cd2-44a0-a94a-71be595b5373|Há alguma chance de você ter um pouco de Gut Grip por aqui?
bb59d7e0-03d2-428e-9092-0b4d4154ad71|Preciso que você me ajude a cultivar uma amizade.
131c9103-cc7e-4779-85ad-3b16fbccaec5|Então aquele é o seu estúdio de arte lá em cima?
63e033c3-5554-4f77-a3bb-57ad45f66d94|Podemos falar sobre o seu estúdio de arte agora?
a86bb79d-5426-4f86-8365-7770e3e0b3c6|Adoro decoração de casa. De verdade, vanguardista. Sua casa é seu único meio de expressão ou você também tem um antro de arte secreto?
f0d970c3-7ba7-40c4-8d0b-bdadfb948145|Você pode me dar alguma dica sobre que tipo de arte você gostaria de ver?
2b4176c0-dccb-49b6-9589-1dce577ffc8e|Podemos falar sobre a sua arte agora?
7102b8ac-618f-4df0-95ea-465d0da0e886|Estou pronto para te mostrar minha criação.
cc6dc2fb-2a77-46bc-901a-0b3c2fecf5e7|Então, eu ouvi você pintando por números?
eb50dd69-7537-4157-828e-19968c940add|Depois ouvi o Derek contando histórias sobre mim.
368f5569-f77c-48a3-92be-c5e9b703a868|Que gatinho fofo você tem.
84aaba5c-3770-452d-ab21-49ea71cf386e|Te vejo mais tarde, Mads.

[Quests]
e04c86bc-1c67-4192-b0f5-6d140098b01eDescription1|Você conseguiu o número da Vickie! Agora só falta dar um jeito de convidá-la. Ela é bem famosa e não responde a um velhote como você... e agora?
349c80f4-9f5c-471d-abed-1e011d0d8b56|Devolver o telefone da Madison
349c80f4-9f5c-471d-abed-1e011d0d8b56Description|A pobre Madison deixou o celular no banheiro. Ela precisa de um bom samaritano altruísta para recuperá-lo.
349c80f4-9f5c-471d-abed-1e011d0d8b56CompletedDetails|Você devolveu o celular para Madison e a cumprimentou com gratidão. Pode ir! Agora é descobrir até onde a gratidão dela poderia ir...
349c80f4-9f5c-471d-abed-1e011d0d8b56FailedDetails|Você deve ter irritado tanto a Madison que a ideia de devolver a propriedade dela é completamente repugnante. Nossa. Isso requer habilidade.
4450841e-5d5f-4237-826a-16fc6a1354ea|Humilhar Ashley
4450841e-5d5f-4237-826a-16fc6a1354eaDescription|Madison quer que você humilhe a irmãzinha dela. Você deveria ajudá-la? A decisão é sua.
4450841e-5d5f-4237-826a-16fc6a1354eaCompletedDetails|Você decidiu ajudar Madison a humilhar sua doce e amorosa irmãzinha, e possivelmente assustá-la psicologicamente por muitos anos. Toca aqui!! ...Ninguém? Não? Certo, então.
4450841e-5d5f-4237-826a-16fc6a1354eaFailedDetails|Bem, humilhar a Ashley está fora de cogitação... mas talvez algo de bom possa sair disso? Se você jogar bem as cartas, talvez valha a pena ficar com uma das irmãs escandalosas...
b592bd38-4adb-4e63-a7f0-926c4e4d1af6|Quebre o código
b592bd38-4adb-4e63-a7f0-926c4e4d1af6Description|Ah, a Madison quer que eu encontre e devolva o celular dela. Devo devolver ou tentar desbloqueá-lo? Talvez alguém possa me ajudar a desbloqueá-lo...
b592bd38-4adb-4e63-a7f0-926c4e4d1af6CompletedDetails|Você descobriu a senha e tem acesso total ao telefone da Madison. Provavelmente é um tesouro de informações e outros itens altamente invasivos. É melhor ficar de olho para não perdê-lo!
b592bd38-4adb-4e63-a7f0-926c4e4d1af6FailedDetails|Hackear o telefone de Madison não é mais uma opção... espero que você tenha conseguido alguns detalhes interessantes primeiro.
c401e494-c5fe-430f-badc-0b142400f12c|O mestre mandou...
c401e494-c5fe-430f-badc-0b142400f12cDescription|Agora que você viu as fotos no celular da Madison, é melhor usá-las a seu favor!
c401e494-c5fe-430f-badc-0b142400f12cCompletedDetails|
c401e494-c5fe-430f-badc-0b142400f12cFailedDetails|
e04c86bc-1c67-4192-b0f5-6d140098b01e|Vickie Vixen
e04c86bc-1c67-4192-b0f5-6d140098b01eDescription|Hum. Agora que tenho o número da Rachael e da Vickie, em vez de ficar mexendo com a Rachael, talvez eu pudesse convidar a Vickie para a festa...
e04c86bc-1c67-4192-b0f5-6d140098b01eCompletedDetails|Bom, a Vickie está tão perto de chegar na festa que você quase consegue sentir o gosto dela! ...Isso. A chegada, especificamente. Pare de interpretar as coisas.
e04c86bc-1c67-4192-b0f5-6d140098b01eFailedDetails|Ei, quem queria que a incrível estrela pornô aparecesse na festa? Isso seria idiota, sem graça, chato e... ah. Merda.
3e7407ca-9be1-40a9-bd6d-149a3c3e9c1a|Operador Suave - Madison
3e7407ca-9be1-40a9-bd6d-149a3c3e9c1aDescription|Conquiste o favor de Madison apenas com palavras.
3e7407ca-9be1-40a9-bd6d-149a3c3e9c1aCompletedDetails|Legal! A Madison está um pouco mais interessada em você agora e vai te ajudar a consertar o relacionamento com outra pessoa festeira! Parece uma oportunidade única, então faça valer a pena!
3e7407ca-9be1-40a9-bd6d-149a3c3e9c1aFailedDetails|Tudo o que você precisava fazer era usar suas palavras. Mas você não conseguiu nem isso. Ou talvez tenha sido pego usando as palavras erradas? De qualquer forma: você é estúpido.
1fd7a240-b936-4d4f-8faa-b95d7a25e698|Bêbado e Bagunçado - Madison
1fd7a240-b936-4d4f-8faa-b95d7a25e698Description|Como anfitriã da festa, Madison provavelmente tem muita energia para desabafar. Descubra que tipo de bebida ela gosta e ajude-a a relaxar!
1fd7a240-b936-4d4f-8faa-b95d7a25e698CompletedDetails|Bom, você embebedou a Madison e expôs um... lado verdadeiramente único dela. Eba! Você acha que valeu a pena dar toda aquela aguardente?
1fd7a240-b936-4d4f-8faa-b95d7a25e698FailedDetails|Talvez da próxima vez você devesse fazer suas oferendas com um pouco mais de delicadeza, não é?
4ac58a66-1c01-43a5-b1b9-aec9306b549f|A Musa
4ac58a66-1c01-43a5-b1b9-aec9306b549fDescription|Madison está à procura de uma modelo nua. Parece algo perfeito para você, mas pode haver interferência!
4ac58a66-1c01-43a5-b1b9-aec9306b549fCompletedDetails|Você tem muito trabalho pela frente com a Madison! Vai em frente! Mas você decidiu ir até o fim? E o que aconteceu com seu amigo Derek?
4ac58a66-1c01-43a5-b1b9-aec9306b549fFailedDetails|Mais uma vez, você recuperou seu lugar como o primeiro leproso social e o babaca da festa. No futuro, talvez tente um pouco de positividade, talvez um pouco de sutileza e, opcionalmente, adicione uma pitada de não ser babaca.
c6256bca-0b13-4d82-9c8a-e40636357ed1|Arte Inteligente
c6256bca-0b13-4d82-9c8a-e40636357ed1Description|Crie uma obra de arte, não importa o quão ridícula ela pareça, e use algo em casa para exibi-la!
c6256bca-0b13-4d82-9c8a-e40636357ed1CompletedDetails|Você montou sua obra-prima e está pronto para mostrá-la para Madison!
c6256bca-0b13-4d82-9c8a-e40636357ed1FailedDetails|Você abandonou as belas artes em favor de... bem, algo, espero, mais prático do que belas artes. Então, literalmente qualquer coisa, na verdade.
3981f01e-03fe-4835-ac3a-c45a67f67f34|Alto e seco
3981f01e-03fe-4835-ac3a-c45a67f67f34Description|Tire Derek da equação.
3981f01e-03fe-4835-ac3a-c45a67f67f34CompletedDetails|
3981f01e-03fe-4835-ac3a-c45a67f67f34FailedDetails|
d6e389d3-0a82-46e1-a6a8-9c90d429d467|Como uma garota francesa
d6e389d3-0a82-46e1-a6a8-9c90d429d467Description|Encontre Madison no andar de cima, na sala de artes. Venha preparado para uma experiência reveladora.
d6e389d3-0a82-46e1-a6a8-9c90d429d467CompletedDetails|
d6e389d3-0a82-46e1-a6a8-9c90d429d467FailedDetails|
882fd6a5-9bc3-4d00-b355-e0c7072d17c8|Magnum Opus
882fd6a5-9bc3-4d00-b355-e0c7072d17c8Description|Seu animal celestial foi capturado em toda a sua glória. Agora é hora de reivindicar uma recompensa. Mas qual?
882fd6a5-9bc3-4d00-b355-e0c7072d17c8CompletedDetails|
882fd6a5-9bc3-4d00-b355-e0c7072d17c8FailedDetails|

[Events]
353b4d37-a633-4fa5-950e-d9fe4fed957f|Pensando bem, não tenho certeza se consigo pregar a peça da Madison agora. O que eu fiz com... quem, de novo? Maldito seja, cérebro de queijo suíço. Maldito seja!
59176bcb-94d5-4aab-83c2-e489ece44d9e|Pensando bem, fiz muito progresso com a Ashley. Provavelmente não vale a pena estragar isso com uma pegadinha. Além disso, e se eu estragar ainda mais as roupas dela? Eu não trabalho com lavagem a seco, droga!
8be2d76a-7b15-4d9a-8205-fb1847974f63|Acho que quando estou tentando roubar as coisas de alguém, devo tomar cuidado para não esfregar na cara da pessoa. Ninguém gosta de merda na cara. Quase ninguém.
ca21e121-6e40-4f3c-83b5-e42099aac372|Eu tenho o telefone da Madison... e a senha dela. Eu poderia conseguir o número eu mesmo. Ou eu poderia ver onde a Madison prega essa peça na Ashley...
10f26075-f96b-4d45-a5e4-db5508d37e51|Eu já tenho o telefone da Madison... quão difícil seria descobrir a senha dela? Assim eu poderia conseguir o número de telefone eu mesmo. Ou eu poderia entrar na brincadeira. Decisões, decisões...
5a195630-2e92-427d-9ad8-6e92faad2995|Certificar-se de que você está por perto? O que eu sou, seu palhaço de merda? Argh, eu sou péssimo em cronometrar coisas assim... e provavelmente vai irritar a Ashley. Eu tenho que fazer isso? ... Decisões! Privação! ... Emojis de bebê chorando e com o coração partido!
9e71546b-3c2d-4e79-a9ef-dd095648ec8a|Droga, acho que devo tomar cuidado ao guardar algumas das coisas maiores e mais chamativas por aqui...
b5a51e60-9403-4544-8337-81d452573e93|Eu já tenho o telefone da Madison... será que é difícil descobrir a senha dela? Assim, eu mesma conseguiria o número.
f48da0f8-4be0-4c18-9e1a-fa6b09515756|Eu já tenho o telefone da Madison... e a senha dela. Eu mesma conseguiria o número!
0bf9034a-be13-4874-a08d-fcd90976e8f5|Ah, droga, hora de ir!
b2fb8d37-3ae8-4d78-be5f-c162699e1f5b|M-m-m-mas... irritando as pessoas é como fiz alguns dos meus melhores amigos.
f77c1c33-61d4-43a5-88d7-b11a7d151b0a|Essa... foi uma reação reveladora. Acho que ele tem uma sala de arte de verdade. Eu deveria explorar a casa um pouco para ver se consigo encontrá-la...
16d0564a-9cf6-4c77-bf93-ca1f9c5a9b93|Acho que a rivalidade de Madison com Ashley, ou pelo menos sua aversão por qualquer um que seja contra ela, transcende o poder das belas artes. Sem mencionar minha beleza. Droga.
6c6738cc-265c-4fa6-b12f-db6f8fc9d68f|Hã... Acho que fiz algo para desencorajá-la a falar sobre seus rabiscos. ...Provavelmente foi porque eu disse algo assim. Puta merda
72f4875c-decb-4bd2-b7cf-39de78335591|"Um pedestal iluminado? Hmm, ok, preciso improvisar uma escultura e colocá-la em algum lugar plano, meio brilhante e... sexy? Que se dane, vou usar a tecla "expor pênis" e montá-la no meu pênis."
1cd3782f-247c-455e-ba7a-0601ab37a802|Um pedestal iluminado? Hmm, ok, preciso improvisar uma escultura e colocá-la em algum lugar plano, meio brilhante e... sexy? Que se dane, eu deveria simplesmente mostrar meus peitos e montá-la lá.
0568bb0c-f45f-4fbc-9a14-e44f9d0861fb|Tenho a sensação de que devo ter, uh... descartado agressivamente algo que precisava para a escultura esta noite. Se ao menos houvesse uma maneira de reviver os eventos daquela noite...
e6355e62-7ee5-46ae-bdcf-a4e119ece11c|Ouvem-se murmúrios confusos de vários espectadores enquanto tentam formular comentários intelectuais...
75ed9567-2325-4110-ad75-94b2ae075dea|Hora do clímax. Vamos ver se consigo prolongar isso o suficiente para satisfazer Madison...
ab2b25a1-cd88-4727-8736-8ace8b6b332c|Ela está tão perto, que eu deveria vê-la até o fim!
b4c64688-722d-4687-a927-cbc07132107f|Estou tão perto... Não consigo... oohhh merda...
dd03b6a7-6113-4b62-ae9c-1b7f55f89202|Estou tão perto... Não consigo... que se dane!
687c2633-4682-482b-9fb2-975ddf44d3c4|Ela está tão perto, eu devia tirá-la de lá!
ab093132-c6f4-4f22-8f3d-6a8172b9c304|Merda, eu ajudei a pregar uma peça na irmã dela! Devo ter dito ou feito alguma outra coisa para irritá-la. Será que consigo voltar a ser legal com ela...
d8d3b861-02c8-4b02-b972-de70cd919b1e|Acho que devo ser legal com a Madison... ou não. Amizade, que chatice.
cf075aa0-2461-49b4-a3da-b8a560dbe0ea|Parece que tenho que convencê-la de que sabemos o que a motiva. E evitar o que não a motiva. Hmm...
84dc7f66-6e5f-4163-8d3b-723a9881e029|Acho que o Derek está ocupado demais para descer com a gente. Talvez eu possa fazer algo a respeito.
2697f466-4ee9-4ec1-8e2a-5c1d7ea7e680|Droga, ela deve ter me ouvido!
0443cecf-5e8c-4a88-9c64-f39e2b8dfe5d|Droga, abri a porta rápido demais!
3d443030-e639-441d-91a5-a0f963beb42f|Na verdade, espera... porra. Algo me diz que ela não está com ele. Será que deixei cair em algum lugar?
f1acdf95-18ba-416b-9aa6-38fa2347b9a4|Não tenho certeza se o Frank consegue nos ouvir... Eu deveria tentar aproximá-la um pouco mais dele.
9fd8dc43-f973-4fbb-8a7e-76d9b3a4de76|Agora provavelmente não é a melhor hora para mandá-la atrás da Pat. Ela pode estar ocupada, e se não me falha a memória... droga, ela não está. Em que diabos eu meti a Pat de novo?
df874506-848a-4cd9-994d-3f4b4d134508|Bem, se eu sobreviver a isso, acho que ela não vai me ajudar muito esta noite. Ela pode não estar a fim de fazer nada...
690d106f-2965-4c20-997d-c809148b0ac6|Ela não parece se importar com um pouco de voyeurismo! ...Ou talvez ela pense que somos uma exposição de arte agora? Uh, YOLO.
823e7bfb-e4d7-4bba-8437-d91417a9f6b1|Caramba... Madison e Derek já devem estar chegando no quarto!
41b0a767-2bc8-4ad5-9c5f-4d5b6a95e230|Droga, devo ter estragado alguma coisa no caminho para cá. Acho que uma ou as duas das nossas potenciais estrelas pornôs estavam em alerta máximo por causa das nossas travessuras... porra!
fbfe18c6-066c-4b7b-a668-79a47be64918|Conseguir esse número foi muito mais fácil do que eu imaginava.
52f71a33-8136-4963-bcd5-4718d3ec6a8d|Bem, foi muito mais fácil do que arriscar um tapa na cara. Parece que vou ter que ligar de outro número.
f9b25bab-84a7-426a-9740-d8cc817e93fe|Acho que o fato de eu ser mais rápido ou mais perseguidor do que ela não vai ser apreciado pela Madison agora...
83f66e82-9b82-4a3e-a7c9-fa543d38b92d|Queria poder dar um gostinho da própria sorte para a Madison, mas não tenho cerveja.
75c6ce2d-ac33-49fc-b77a-2e9c1a994a0d|Estou tentando criar meu próprio estilo, não começar um concurso de camisetas molhadas!
a955eb3d-ac29-476e-ada2-d6c190aefdbd|Estou tentando criar meu estilo, não começar um concurso de camisetas molhadas!
b4054c7e-f4ab-4aec-bd1f-dca020584500|Estou tentando vestir meu modelo, não começar um concurso de camisetas molhadas!
494acfdb-34ed-4b1f-9494-9041e3384d74|Hmm... não foi isso que a Madison me pediu para fazer há alguns instantes. Eu deveria conferir o Drunk McPervs-a-Lot.
4a202ba9-fcde-4cdf-aabc-0d5fbd61d88e|Hmm... não foi isso que a Madison me pediu para fazer há alguns instantes. Eu deveria dar uma olhada no Drunk McPervs-a-Lot.
ca36a73a-2cb3-4cc1-8fad-e119b63a79b2|Seria um pouco decepcionante jogar cerveja nela agora... talvez quando eu estiver de camisa?
df5a6b76-c7a1-4baf-8127-2de188e74fb1|Duvido que ela aceite muita coisa de mim depois de ter sido enganada para transar em um filme...
81acba05-cc1a-40ea-9f57-5ee042ce7bbd|A Madison ainda está me olhando como se... eu fosse uma espécie de objeto de exposição. Acho que é só isso que importa para ela agora.
48a3058f-be11-4844-9b1d-284a4a6cebea|A Madison ainda está me olhando como se... eu fosse uma espécie de objeto de exposição. Acho que é só isso que importa para ela agora.
6c2c405b-90aa-4ded-898a-4aae8e76828f|Eu provavelmente deveria dar mais alguns momentos para a Madison e a Lety se conectarem, ou seja lá o que elas estiverem fazendo...
4d0e064a-fd4d-4c89-b388-59df37752d2c|Ela provavelmente vai se encontrar com o Derek em breve... Vou pregar uma peça nela, então não vou ficar muito perto dela por enquanto.
7a062b5f-7dc0-473c-91e4-1ffe67d2acfc|Acho que eu deveria ter tomado mais cuidado com quem estava por perto antes de roubar as coisas da Madison...
7cf14bb7-2ab5-4197-8ef1-1becdfb95412|Madison, tire o celular dela de você!
e17ca428-efd7-4d38-9003-c7a6e990a40e|Da próxima vez que eu concordar em me meter na vida de outra pessoa, talvez seja uma boa ideia garantir que ela não esteja bem ao meu lado. Meu Deus, eu sou um idiota...
24e74b07-1891-4245-9fee-0100ebe6974a|Droga, isso soou melhor na minha cabeça...
2b54a769-3618-4973-8c70-164868304781|Então o número está no mesmo telefone que eu? Hein?
f4337d3b-026e-4640-aee0-2ae43e7f8d1d|Eu tenho o telefone da Madison... e a senha dela. Só consegui o número sozinho. Ou eu poderia ver aonde a Madison leva essa piada da Ashley...
738f1584-403e-485c-a5b9-71b997237d81|Eu já tenho o número da Madison... Seria muito difícil descobrir a senha dela? Assim, eu conseguiria o número sozinho. Ou eu poderia entrar na brincadeira com a Madison. Decisões, decisões...
5db59372-8303-46ac-b8cb-c968b689a316|Bem, se eu sobreviver a isso, acho que não vai me ajudar muito esta noite...
c68445b4-6ad2-4c97-a508-c4b35399cc88|Uhh. Essa calcinha deve estar em algum lugar da casa...
7120d65b-2aff-49fa-b341-d7fb46eb3ddc|Droga! Mesmo que eu sobreviva a isso, ela não vai gostar de mim esta noite... e vai ficar em alerta máximo para mais das minhas bobagens. Quer dizer... palhaçadas encantadoras.
